,sentence,reject,CONFESSION,PUNISHMENT,CIRCUM_OFFENSE,GENERAL_CIRCUM,CIR_TYPE_WEP,CIR_HELD_WAY_WEP,CIR_AMMU_AMOUNT_WEP,CIR_PURPOSE,CIR_STATUS_WEP,REGRET,CIR_PLANNING,RESPO,CIR_OBTAIN_WAY_WEP,CIR_USE,CIR_MONEY_PAID_WEP
748,"המדובר בבחור צעיר, אשר מילדותו נאלץ להתמודד עם מציאות חיים משפחתית לא פשוטה, גדל בבית סבו וסבתו, ללא דמות אב ואם, ונרתם לסייע בפרנסת המשפחה, מאמץ שפגע הן בלימודיו והן בשירותו הצבאי.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
749,"5 שנות מאסר בפועל, שימנו מיום מעצרו של הנאשם, 3.3.2016.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
750,"12 חודשי מאסר על תנאי, למשך 3 שנים, והתנאי הוא שלא יעבור במהלך תקופה זו כל עבירת אלימות או נשק מסוג פשע .",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
751,"6 חודשי מאסר על תנאי, למשך 3 שנים, והתנאי הוא שלא יעבור במהלך תקופה זו כל עבירת נשק או אלימות מסוג עוון, לרבות איומים.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
752,פסילה מלקבל או להחזיק רישיון נהיגה למשך 6 חודשים.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
753,6 חודשי פסילה על תנאי למשך שנתיים.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
754,"פיצוי לכל אחד מן המתלוננים (איהאב בשיר ועראד בשיר) בסך 5,000 ₪.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
755,על רקע תחושות נפשיות אלה ורצונו לסיים את הסכסוך פעל והצטייד בנשק שנטל מחברו.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
756,הנאשם הצהיר שלא הייתה לו כל כוונה לעשות שימוש לרעה בנשק ולא הייתה לו חשיבה כלשהי לגרום כל נזק רכושי או גופני.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,
757,"לאחר ששמעתי את דברי ב""כ הצדדים והנאשם אני נותן אמון בגרסתו כי חשש לחייו, נוכח סכסוך הדמים שהביא למות גיסו זמן קצר קודם לכן.",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,
758,"על פי כתב האישום, במעשיו שתוארו לעיל ניסה הנאשם לפגוע, שלא כדין, במתלוננים בקליע ולגרום להם לחבלה חמורה; נשא והוביל נשק בלא רשות כדין לנשיאתו והובלתו; ירה בנשק חם באזור מגורים ללא הסבר סביר; הסתייע ברכב לביצוע פשע ונהג ברכב ללא רישיון נהיגה תקף, ללא רישיון רכב תקף ובלא פוליסת ביטוח תקפה.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,
759,הנאשם שלל כל כוונה לפגוע במתלוננים וטען כי התכוון להפחידם בלבד.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,
760,"במקרה דנן, לא התלווה לעבירה תכנון מיוחד ולא נגרם כל נזק.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
761,הנאשם תכנן את מעשיו מבעוד מועד.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,
762,יריות בנשק חם באזור מגורים - עבירה לפי סעיף 340א לחוק העונשין;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,
763,"על רקע הדברים לעיל, החליט הנאשם לפגוע בבני משפחתה של לינא בירי בנשק חם.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,
764,"17 מהיריות שירה הנאשם פגעו בבית, לרבות במעקה הבטון של המרפסת, וחלק מהיריות חדרו לתוך הבית.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,
765,עוד בתגובה לטיעוניו של הסניגור ביקש בא כוח המאשימה להתנגד לדבריו של הסניגור כאילו מדובר בירי שכוון לקירות.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,
766,"מדינת ישראל – באמצעות פמ""מ וע""י עו""ד ינאי גורני",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
767,"עבד אל רחים פדילה (עציר) – הובא וע""י עו""ד פאדי חמדאן",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
768,"חוק העונשין, תשל""ז-1977: סע'  40ג(א), 144 (ב), 192, 275, 40יא', 452",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
769,"על פי עובדות כתב האישום המתוקן, שהה הנאשם, בשעת ערב, בטקס חינה לקראת חתונתם של בני זוג ביום 24/04/16.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
770,"לאחר מכן, במהלך החינה, בשעה שאינה ידועה במדויק, פגש הנאשם בשכנו – רדואן סמארה (להלן: ""רדואן"") וביקש להתלוות לרדואן למכוניתו על מנת להגיע לביתו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
771,"רדואן החל בנסיעה על כביש מספר 24, באותה עת הבחינו שלושה שוטרים במכונית, והחלו בנסיעה אחריה בניידת משטרתית.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
772,"מיד ובסמוך לאחר מכן, תפסו השוטרים את התיק והכפפה.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
773,"לאחר שקילת גורמי הסיכוי והסיכון, להתרשמות שירות המבחן קיים סיכון להישנות ביצוע עבירות, הנאשם אינו בשל בעיתוי הנוכחי להתערבות שיקומית, והוא זקוק לענישה קונקרטית ומוחשית שתחדד עבורו את חומרת מצבו והשלכותיו ותהווה גורם מרסן ומציב גבול עבורו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
774,התובעת פירטה את נסיבות העבירה נושא כתב האישום ואת הערכים המוגנים שנפגעו.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
775,"הדגישה במיוחד, כי מדובר בעבירה נפוצה שניתן להגדיר אותה כמכת מדינה ובוודאי כמכת אזור, כשלא אחת הסיכון הפוטנציאלי מתממש ואנשים תמימים נפגעים מירי תועה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,
776,מהפסיקה שהגישה ביקשה לקבוע מתחם עונש הולם שנע בין שנתיים ומחצה ועד ל-5 שנות מאסר בפועל.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
777,"באשר לגזירת העונש בתוך המתחם, חזרה על כך כי בינתיים לחובתו הרשעה נוספת, הפנתה לתכנים השליליים בתסקיר ועתרה לקבוע את עונש המאסר בפועל בחלק האמצעי של המתחם לצד מאסר על תנאי וקנס.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
778,"באשר לנסיבות הנוגעות לביצוע העבירה הדגיש, כי לא מדובר בהחזקת נשק על בסיס סכסוך או על רקע עברייני – כשלגישתו יש בכך כדי להוות נסיבה ממשית לקולא.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
779,"על בית המשפט ליתן משקל ממשי לכך שהנאשם החזיק את הנשק על רקע תופעה חברתית של שימוש בנשק בחתונות ובשמחות, גם אם היא ראויה לגינוי.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
780,"בנוסף, הנאשם לא עשה כל שימוש בנשק במהלך החתונה אלא ריסן עצמו והתרחק ממקום השמחה.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,
781,הנאשם לא ביצע ירי באמצעות הנשק אלא היה מעוניין להכין אותו לקראת ירי.,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.0,
782,"לגבי החלק השני של האירוע, נהג הנאשם מתוך אינסטינקט ומתוך הפעלת שיקול דעת מוטעה אך רגעי.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
783,הסנגור הגיש פסיקה נוהגת של בית משפט זה וכן של בית משפט עליון ועתר לקבוע מתחם עונש הולם שנע בין 10 חודשי מאסר בפועל ועד ל-18 חודשי מאסר בפועל.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
784,"בהתאם להוראות תיקון 113 לחוק העונשין בסעיף 40ג(א), לצורך קביעת מתחם העונש ההולם יש להתחשב בערך החברתי שנפגע, במידת הפגיעה בו, במדיניות הענישה הנוהגת ובנסיבות הקשורות בביצוע העבירה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
785,הנאשם במעשיו פגע באופן מוחשי בשלום הציבור ובביטחונו.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
786,"עבירות הנשק הפכו לתופעה עבריינית מדאיגה ול""מכת אזור"", ובלשון בית-המשפט העליון:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
787,"באשר לנסיבות הקשורות בביצוע העבירה – יצוין לחומרה, כי עסקינן במי שנשא בנשק התקפי, שהינו בעל פוטנציאל פגיעה גבוה באופן יחסי לנשקים אחרים.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,
788,"אמנם, לזכותו יש לציין, כי לא נטען שהעבירה בוצעה על רקע סכסוך.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
789,חלק זה של האירוע ממחיש את הנזק הפוטנציאלי שעלול היה להיגרם אלמלא הנאשם נתפס ונעצר.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
790,"ראוי להביא את עמדת בית-המשפט העליון על רקע טענת ההגנה, לפיה יש ליתן משקל ממשי לכך שהנאשם החזיק את הנשק כחלק מתופעה חברתית:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
791,"עיינתי בפסיקה שהוצגה על-ידי ב""כ הצדדים (כאשר המאשימה הציגה פסיקה שאינה מתאימה בנסיבותיה) ובפסיקה נוספת, ולצורך קביעת מתחם העונש ההולם אציין את המרכזיים שבהם:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
792,בניילון נצמד ומונח בשקית ניילון שקופה.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
793,נקבע מתחם ענישה שנע בין 16 ל- 36 חודשי מאסר בפועל.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
794,"על השותף נגזרו 16 חודשי מאסר בפועל בהסדר טיעון סגור על רקע קשיים ראייתיים, ובהתחשב במכלול הנסיבות לרבות עקרון אחידות הענישה, הושתו על הנאשם 22 חודשי מאסר בפועל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
795,"פסקי-דין אלו משקפים קשת מקרים רלבנטיים, כאשר לאחר ביצוע אבחנות מתבקשות, אני קובעת מתחם עונש הולם אשר נע בין  18 - 36 חודשי מאסר בפועל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
796,בעניינו של הנאשם לא נטען ולא הוצג כל שיקול אשר מצדיק חריגה מהמתחם מטעמי שיקום (או מטעמי הגנה על שלום הציבור).,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
797,"על כן, עונשו ייגזר בתוך המתחם ויש להתחשב בנסיבות אשר אינן קשורות בביצוע העבירות, כמפורט בסעיף 40יא' לחוק העונשין.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
798,"באשר לנסיבות שאינן קשורות לביצוע העבירות, יש לזקוף לחובתו של הנאשם את עמדתו הקורבנית והעדר התובנה לחומרת מעשיו, כשקיים סיכון להישנות ביצוע עבירות, אך הנאשם אינו בשל להתערבות טיפולית וזקוק לענישה מוחשית.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,
799,"לאחר ששקלתי את מכלול השיקולים, כשהתחשבתי, בין השאר, בנסיבות המעשים והעושה, תוך שמירת יחס הולם בין חומרת מכלול המעשים ומידת אשמו של הנאשם לבין תקופת המאסר שעל הנאשם לשאת, אני גוזרת את דינו של הנאשם כדלקמן:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
800,הודעה זכות ערעור לבית-המשפט העליון תוך 45 ימים.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
801,"54678313ניתן היום,  ט""ו אלול תשע""ז, 06 ספטמבר 2017, במעמד ב""כ הצדדים והנאשם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
802,דנה מרשק מרום 54678313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
803,מפרקליטות מחוז ירושלים (פלילי),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
804,"חוק העונשין, תשל""ז-1977: סע'  25, 144(ב), 192, 329(א)(2), 382(א), 384",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
805,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג, 13א, 19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
806,ההסדר כלל תיקון כתב האישום ללא הסכמה בעניין העונש.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
807,בנוסף צירף הנאשם שני תיקים אחרים שהיו תלויים ועומדים נגדו.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
808,הרימון התפוצץ בחצר.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
809,על כך הורשע הנאשם בעבירות של ניסיון לחבלה מחמירה לפי סעיף 329(א)(2) לחוק וניסיון תקיפה בנסיבות מחמירות לפי סעיפים 382(א) + 25 לחוק העונשין.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
810,"שני הצדדים סברו כי שלושת כתבי האישום מהווים אירועים שונים שיש לקבוע לכל אחד מהם מתחם ענישה נפרד, אם כי ב""כ הנאשם טען כי יש לחפוף בין המתחמים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
811,"ב""כ המאשימה טען בנוגע לתיק הנשק כי הנאשם פגע בערכים המוגנים של שלומם וביטחונם של הציבור ושל האדם הפרטי, וכי פוטנציאל הנזק הקטלני מחייב ענישה מרתיעה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
812,"כמו כן הפנה לגזר דינו של מי שנטל חלק באירוע נשוא האישום השני יחד עם הנאשם, אשר נדון ל-18 חודשי מאסר בפועל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
813,"התובע עמד על חלקו הדומיננטי של הנאשם כיוזם, מתכנן ומבצע עיקרי של שני האישומים, וטען למתחם ענישה הנע בין שלוש לבין שש שנות מאסר בפועל בגין שני האירועים בתיק הנשק, וכן מאסר על תנאי וקנס.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
814,"בנוגע לתיק הסמים ציין ב""כ המאשימה כי כל האישומים בוצעו בפרק זמן של כשבועיים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
815,"הוא התייחס לחומרה הרבה בעבירות הסמים, במיוחד הסחר בסמים, הפנה לפסקי דין בעבירות אלו וביקש לקבוע מתחם שבין 15 ל-30 חודשי מאסר בפועל, מאסר על תנאי וקנס.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
816,בתיק הגניבה נטען למתחם שבין מאסר על תנאי למאסר קצר בפועל ועונשים נלווים.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
817,"הוא טען כי העונש הראוי מצוי ברף העליון אך לא בשיאו של המתחם, ופירט חישוב של תקופות המאסר המבוקשות בחפיפה חלקית ביניהן, וכן הפעלת מאסר על תנאי לחמישה חודשים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
818,"בסך הכל ביקש להטיל על הנאשם עונש של חמש שנים ושמונה חודשי מאסר, קנס ופיצוי למתלונן בתיק הגניבה.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
819,"ב""כ הנאשם טען כי על אף שתיק הנשק ותיק הסמים עוסקים באירועים נפרדים, העבירות בוצעו באותה תקופה ולכן יש לחפוף חלק משמעותי מהעונשים בגינם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
820,"הוא הפנה לפסקי דין בהם נקבעו מתחמים של מספר שנות מאסר בנסיבות חמורות בהרבה של ירי ממש בכלי נשק תקינים, וטען כי המתחם בתיק שבפני נע בין שנת מאסר אחת לשנתיים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
821,"בשל כמויות הסם הקטנות עומד המתחם, לטענתו, בין עשרה חודשים לשנה וחצי, והמתחם לתיק הגניבה נע בין מאסר על תנאי למספר חודשי עבודות שירות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
822,"העונש הכולל לכל העבירות נע, לטענת הסניגור, בטווח שבין שנה אחת לשתיים וחצי שנות מאסר.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
823,"ב""כ הנאשם ציין כי שירות המבחן התרשם ממוטיבציה של הנאשם לשינוי, ועמד על הצורך לשלבו בהליך שיקום.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
824,"הוא הפנה להחלטת כב' השופט מזוז בערר על ההחלטה לעצור את הנאשם (בש""פ 7279/16, אלירון גולד נ' מדינת ישראל), בה עמד בית המשפט על הצורך בשיקום על אף חומרת העבירות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
825,שירות המבחן הגיש תסקיר אודות הנאשם.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
826,"התסקיר מפרט עובדות קשות בנוגע לחייו האישיים ולמשפחתו של הנאשם, ומפאת צנעת הפרט לא ארחיב לגביהן.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
827,"התנהלותו הוגדרה בתסקיר כ""שולית"" והוא מנהל מערכות יחסים שוליות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
828,"קיימת רמת סיכון גבוהה להישנות התנהגות אלימה מצידו של הנאשם, ותוצאותיה צפויות להיות בדרגת חומרה גבוהה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
829,"הוא המליץ, איפוא, על שילוב הנאשם בטיפול במסגרת שב""ס.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
830,העבירות האוסרות החזקה ושימוש בנשק נועדו להגן על שלומם ובטחונם של כלל הציבור ושל יחידים.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
831,"הנשק שהוחזק על ידי הנאשם הוא נשק התקפי, שהשימוש בו מותר רק לגופי ביטחון כגון צה""ל ומשטרת ישראל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
832,"החזקת כלי הנשק בהם עשה הנאשם שימוש אינה יכולה להיות ""תמימה"", והשגתם נעשית באמצעים בלתי חוקיים ומחייבת קשר עם גורמים מהם ניתן לקבל את הנשק.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,
833,"הסכנה הנשקפת כתוצאה משימוש בנשק היא חמורה וברורה, ועלולה לגרום לנזק משמעותי ואף לקיפוח חיי אדם, הן מחוסר זהירות והן, על אחת כמה וכמה, תוך שימוש מכוון בו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,
834,גם עבירות הסמים הן עבירות שפגיעתן רבה.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
835,"בנוסף לשימוש בסם עצמו, ההתמכרות לסמים והצורך במימונם יוצרת מעגלים רחבים של פשיעה בתחום הרכוש ובתחומים נוספים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
836,עבירת הגניבה פוגעת ברכושו ובאורח חייו של קרבן העבירה.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
837,"במקרה זה קיימת חומרה מיוחדת בריבוי העבירות מסוגים שונים, המצביעה על מעורבות עמוקה בעולם העברייני.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
838,העבירות השונות בוצעו בתקופה קצרה של מספר שבועות.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
839,"בתיק הסמים מדובר במכירה למספר קונים שונים, ולא לאדם אחד.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
840,"בתיק הנשק נעשה שימוש בסוגים שונים של נשק, תקני ומאולתר, בשני אירועים שונים, ובאישום השני בוצעה העבירה בצוותא עם אחרים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
841,"אל מול אלה יש להביא בחשבון גם את הנסיבות המקלות: עבירות הסחר בסמים מתייחסות לסם מסוג חשיש, הנאשם מכר כמויות קטנות של סם תמורת סכומי כסף לא גדולים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
842,"בשניים מהמקרים הרוכשים היו שוטרים, כך שבמקרים אלה הסם לא הגיע לידי אזרחים ולא נעשה בו שימוש (אם כי הנאשם לא היה מודע לכך).",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
843,בעבירות הנשק נעשה שימוש בכלי נשק שפגיעתם מצומצמת ביחס לסוגים אחרים של נשק חם.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
844,"כלי הירי המאולתר לא פעל בסופו של דבר, ובשני האירועים לא נגרם נזק לאדם, וכתב האישום אינו מתאר גם נזקי רכוש.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,
845,"באשר לרמת הענישה הנוהגת בעבירות אלו, עיינתי בפסקי הדין אליהם הפנו הצדדים ובפסיקה נוספת.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
846,אציין כאן דוגמאות לפסקי דין רלוונטיים:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
847,לאור כל האמור אני סבורה שמתחמי הענישה שיש לקבוע במקרה זה הם כדלקמן:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
848,בתיק הנשק – מתחם כולל לשני האישומים הנע בין שתיים לארבע שנות מאסר.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
849,בתיק הסמים – מתחם כולל שבין שנה לשנתיים מאסר.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
850,בתיק הגניבה – מתחם שבין עונש שאינו כולל מאסר בפועל לבין מאסר קצר ופיצוי למתלונן.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
851,"בדיון בעניין המתחם עמדתי על החומרה שבריבוי עבירות וריבוי סוגי עבירות, המצביעה על מעורבות עמוקה בעולם העברייני.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
852,"גם היכולת להשיג נשק מצביעה על מעורבות כזו, בעיקר כשמדובר בנשק מסוגים שונים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
853,"יש לקוות כי יחד עם הבעת הרצון בשיקום, והעובדה שהנאשם הפסיק מרצונו את השימוש בסמים מאז מעצרו, כאמור בתסקיר, ניתן למצוא אצל הנאשם ניצנים של כוונה להביא לשינוי מהותי באורח חייו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
854,לאור כל האמור אני דנה את הנאשם כמפורט להלן:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
855,"בעקבות בקשת הנאשם והמלצת קצין המבחן, מתבקש שב""ס לבחון בחיוב ולעשות את הנדרש כדי לשלב את הנאשם בהליך טיפולי ושיקומי מתאים במהלך תקופת מאסרו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
856,"54678313ניתן היום,  ג' תמוז תשע""ז, 27 יוני 2017, בנוכחות הצדדים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
857,חגית מאק קלמנוביץ 54678313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
858,מדינת ישראל,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
859,עלאא אבו עישה,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
860,"חוק העונשין, תשל""ז-1977: סע'  25, 29, 40ב)., 40ג, 144(א), 144(ב), 144(ב2), 275א, 329(א)(2), 340 א, 413ב(א), 448(א)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
861,"בצירוף סעיף 29 לחוק העונשין תשל""ז – 1977 (להלן: ""החוק""); בעבירה של נשיאת נשק, לפי סעיף 144(ב) לחוק; בשתי עבירות של החזקת נשק, לפי סעיף 144(א) לחוק; בעבירה של גניבת רכב, לפי סעיף 413ב(א) לחוק; בעבירה של ייצור נשק, לפי סעיף 144(ב2) לחוק; בשלוש עבירות של הפרעה לשוטר בנסיבות מחמירות, לפי סעיף 275א לחוק; בעבירה של ניסיון הצתה, לפי סעיף 448(א) רישא בצירוף סעיף 25 לחוק; ובעבירה של ירי בשטח בנוי, לפי סעיף 340 א לחוק.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
862,להלן עובדות כתב האישום המתוקן בשנית:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
863,"האישום הראשון - ביום 29.6.2016, בשעה שאינה ידועה במדויק למאשימה, בעת ששהה הנאשם בתל אביב ביחד עם חברו, הבחין בדרך ההגנה בתל אביב בקטנוע מסוג סאן יאנג ל.ז. 5018278 (להלן: ""הקטנוע"").",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
864,"בליבו של הנאשם גמלה ההחלטה לגנוב את הקטנוע, ולאחר שחברו אמר כי אינו מעוניין להיות מעורב בכך ונסע מהמקום, הניע הנאשם את הקטנוע באמצעות חיבור החוטים ונסע עם הקטנוע מהמקום.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
865,"בתאריך 4.7.2016, בשעות הלילה, נכנס כח צה""ל למחנה הפליטים קלנדיה (להלן: ""המחנה"") לפעילות מבצעית.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
866,"כאשר שב למחנה בסביבות השעה 02:30 או בסמוך לכך, פגש את צלאח חמד (להלן: ""צלאח""), אשר החליט לבצע פיגוע ירי כנגד חיילי צה""ל.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,
867,"בשלב מסוים ראו חיילים, אולם מאחר שבמקום היו אנשים נוספים המוכרים לשניים, החליטו שלא לבצע את הפיגוע.",1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,
868,"בסביבות השעה 05:30 הגיעו הנאשם וצלאח לאזור הררי המכונה ""סטח מרחבה"", שם הבחינו בכח צה""ל העושה דרכו רגלית אל מחוץ לכפר.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
869,"במעשיו המתוארים לעיל ניסה הנאשם, בצוותא חדא, לפגוע באדם בקליע, בסכין, או בנשק מסוכן או פוגעני אחר שלא כדין, נשא נשק בלא רשות על פי דין לנשיאתו, החזיק נשק בלא רשות על פי דין להחזקתו, וגנב רכב.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,
870,"האישום השני - במהלך גל הטרור האחרון, החל מספטמבר 2015 ועובר להגשת כתב האישום (להלן: ""התקופה הרלוונטית""), נטל הנאשם חלק במספר הזדמנויות בעימותים אלימים כנגד כוחות הביטחון, כפי שיפורט להלן:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
871,"ביום 1.3.2016, בעקבות כניסתו של רכב צבאי בשוגג לתוך מחנה קלנדיה וניסיונות החילוץ של שני החיילים נוסעי הרכב עקב כך, התפתחו במקום עימותים אלימים מול כוחות הביטחון.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
872,הנאשם נטל חלק בעימותים ויידה ממרחק של כ-20 מטר אבנים לעבר כוחות הביטחון.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,
873,"בתאריך 1.7.2016, המועד בו חל ""ליל אל-קדר"", בסביבות השעה 22:00 או בסמוך לכך, התרחשה התפרעות אלימה כנגד כוחות הביטחון בשער שכם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
874,"הנאשם וחבריו, שזהותם אינה ידועה במדויק למאשימה, נטלו חלק בהתפרעות, והנאשם יידה לעבר כוחות הביטחון אבן ובקבוק מים.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
