text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP
"פרט שיש גם רימון במטען?"" וכעולה משאלתו לסמי בעמ' 661 (724) לפרוטוקול: ""אתה יודע למה אני יודע שאתה ראית את הכנת המטען?",,,,,,,['מטען חבלה'],,,,,,,,,,,
"באי-כח המאשימה הנכבדים ידעו היטב שסמי הזכיר שראה רימון-יד ולא כדור מקלע רימונים (ששרידיו נמצאו בין שרידי מטען הנפץ ומתואר בכתב-האישום), אך עובדה זו לא מנעה מהם מלטעון שסמי ידע פרט מוכמן ומלהציב את משנתם בסעיף 16 בעמ' 112 לסיכומיהם.",,,,,,,"['הנשק המוזכר בפסקה הוא רימון רסס, שכן הוא מתואר כ""רימון-יד"" שנמצא בין שרידי מטען הנפץ']",,,,,,,,,,,
"אפילו עשתה כן (ולא כך קבעתי), לא הוכיחה שמדובר במבנה מטען או בשיטת הפעלה ייחודיים לנאשם.",,,,,,,,,,,,,,,,,,
"ניתנה אמת להאמר, שהמאשימה לא הצליחה להוכיח שהנאשם מסר מטען נפץ כלשהו למאן דהוא, לא ערב הרצח ולא במועד אחר, כפי שיפורט להלן בנתוח דבריו של כל אחד מעדי המאשימה, שעליהם היא מסתמכת.",,,,,,,,,,,,,,,,,,
"מלכתחילה יש להתייחס לעדותו של שרר בזהירות רבה לאור טובות ההנאה שקיבל בעבורה, המנויות בהסכם עד מדינה שנחתם עמו (ת/30), הכוללות בין השאר הימנעות מהעמדתו לדין על חלקו ברצח הנדון ועל חלקו בפרשות פליליות נוספות כבדות משקל, וביניהן עבירות רצח שונות וסיוע בהברחתו לחו""ל של אותו במבו חסין שהואשם ברצח והוזכר לעיל.",,,,,,,,,,,,,,,,,,
"היא לא הסבירה כיצד עולה טענה עובדתית זו עם עדותו של כמאל (אשר כזכור באי כוח המאשימה ביקשו שנעניק לה את מלוא המשקל) בעמ' 583 (646) ו-584
(647) לפרוטוקול), לאמור: ""אתה יודע איך הציעו לציון שרר להיות עד מדינה?",,,,,,,,,,,,,,,,,,
"כי אמרו לו, שאתה מעורב, בתכלס ברצח – אמרו לו, אתה מעורב ברצח.",,,,,,,,,,,,,,,,,,
"ת. לא, לא רק מאפרים, אני יודע ממה שאני עשיתי, את העבודה שאני עשיתי שהוא כן מעורב.",,,,,,,,,,,,,,,,,,
שהוא מעורב ברצח של אביב אילוז?,,,,,,,,,,,,,,,,,,
ציון סיפר להם איזה רכב יש לאשר אילוז.,,,,,,,,,,,,,,,,,,
"סיפר להם אפוא התכנית שהוא, היה להם איזה תכנית, אני לא זוכר.",,,,,,,,,,,,,,,,,,
"לא רוצה להיכנס אליה גם, רצו לפגוע באח של אשר אילוז.",,,,,,,,,,,,,,,,,,
"עם הודאתו של שרר כי השותפות בינו לבין הנאשם התבטאה בכך שהוא דאג לצד הכספי של המערכת ואילו הנאשם דאג ל""שקט"" של המשרד:",,,,,['לא'],,,,,,,,,,,,,
הוא בשבילי גב.,,,,,,,,,,,,,,,,,,
טענה זו אינה עולה בקנה אחד עם הודאתו של שרר כי השותפות בינו לנאשם הייתה שותפות לעסקים פליליים:,,,,,['לא'],,,,,,,,,,,,,
"ביום 4.2 אשר אילוז מתקשר אלי, זה היה בסביבות 11-12 בצהרים, מבקש לפגוש אותי דחוף.",,,,,,,,,,,,,,,,,,
אנחנו קובעים בחוף בת ים ואשר אילוז בא ואומר לי שבמבו חסין נשפט היום למאסר עולם ולמחרת הוא כביכול צריך להתחיל לרצות את העונש ואז הוא שואל אותי אם אפשר להוציא אותו מהארץ.,,,,,,,,,,,,,,,,,,
"כי קודם כל זה היה נהוג, הוא שותף שלי.",,,,,,,,,,,,,,,,,,
"כל דבר שאני עושה לטוב, לרע, הוא יודע.",,,,,,,,,,,,,,,,,,
עם העובדה שהודה שהוא והנאשם צרפו את ביאליק כשותף (עמ' 45 (75) לפרוטוקול).,,,,,['לא'],,,,,,,,,,,,,
"ועם הודאתו של שרר שהיה שותף עם הנאשם ועם אילוז להברחת במבו חסין, כל אלה דברים המצביעים לפחות לכאורה על שותפות בין השניים.",,,,,['לא'],,,,,,,,,,,,,
"גרסת ב""כ המאשימה לפיה שרר אינו ""שותף לעבירה"" של הנאשם אינה עולה בקנה אחד עם הודאתו של שרר שסייע לנאשם לאחר מעשה, להסיר, כביכול, כל חשד מעליו ועם עדותו שלא רק הנאשם היה במצב נפשי נסער לאחר הרצח, אלא גם הוא וגם טליאס וכי גם טליאס היה שותף לבניית אליבי לנאשם, כמוהו (עמ' 55-54 (85-84) לפרוטוקול):",,,,,['לא'],,,,,,,,,,,,,
"לא, כולנו היינו נסערים באותו רגע, זה לא שלב השאלות.",,,,,,,,,,,,,,,,,,
שלומי טליאס זה בחור שהיה עובד עם ביאליק והם היו עובדים בבניין באיזשהו שלב וביאליק הביא אותו לעבוד איתנו במשרד.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
הרעיון שלי היה.,,,,,,,,,,,,,,,,,,
ועם אותה פליטת פה של העד (בעמ' 51 (81 לפרוטוקול)):,,,,,,,,,,,,,,,,,,
"הוצאנו את במבו חסין מהארץ, הוא הבטיח שהוא לא ישכח את זה כל החיים ויחיא מצלצל לאשר, אשר מגיע למתחם, הוא מזמן אותו למתחם והוא אומר לו שהוא רוצה שהוא יעזור לנו, כי אנחנו פותחים משרד ואשר אומר אין בעיה הוא יעזור לנו, אבל הוא יוכל לעזור לנו בשלושה שיקים ראשונים של הלקוחות.",,,,,,,,,,,,,,,,,,
"אני התעסקתי קצת בדבר שהוא לא כמו שכל השוק האפור, אני הייתי נותן הלוואות בשוק האפור, לא פורט שיקים פר שיק.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
הייתי מוכר כסף בחמישה תשלומים ללקוח.,,,,,,,,,,,,,,,,,,
"אשר התחייב שאת השלושה שיקים הראשונים מהלקוח, הוא יפרוט אותם.",,,,,,,,,,,,,,,,,,
"לי זה התאים מכיוון שהשלושה שיקים הראשונים זה הקרן, השניים זה הרווח.",,,,,,,,,,,,,,,,,,
"התחלנו לעבוד, לקחנו משרד בעמק יזרעאל בת""א.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"עליתי לפריטה הראשונה לאשר עם חבילה של איזה מאה אלף שקל, הוא התחיל למיין אותה.",,,,,,,,,,,,,,,,,,
"כן, לא, כן, לא, כן, לא, בטוטל 16 אלף שקל.",,,,,,,,,,,,,,,,,,
"באתי ליחיא, אמרתי לו יחיא קשה לנו לעבוד ככה.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הוא צלצל עוד הפעם לאשר, קרא לו.",,,,,,,,,,,,,,,,,,
"מה הוא אמר, תנסה להתרכז במילים של יחיא, שהוא אומר לך כשאתה אומר לו שאשר לא עובד, בשלב הזה?",,,,,,,,,,,,,,,,,,
"אשר מגיע ויחיא אומר לו מה קורה, אשר התחיל להסביר שהמצב הפיננסי שלו גם כן קצת קשה, הוא קצת מסובך, הוא לא יכול לפרוט כמויות, אבל הוא ינסה לפתוח לנו קו אצל בחור בשם בני רביזדה.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"ואני דואג גם לאינטרס האישי שלי, אני גם ראיתי את המטען"" (עמ' 57-56 (87-86) לפרוטוקול) המצביעות, לפחות לכאורה, על היות שרר שותף לנאשם ומזימותיו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מפי שרר הוכח, שהוא היה שקוע עד צוואר בשותפות פלילית עם הנאשם ויש לו חלק גם בפרשיה דנן, כך גם עפ""י עדות כמאל שהמדינה מבקשת כי נאמצה כאמור.",,,,,,,,,,,,,,,,,,
"העובדה שהמאשימה בחרה לטעון, שעדותו של שרר לא זקוקה לסיוע מהטעם שאינו עד מדינה שהוא שותף לעבירה, וזאת בניגוד לתשתית העובדתית שפרשה מטעמה, היא הנותנת שחשה בחסרונו של הסיוע הנדרש.",,,,,,,,,,,,,,,,,,
"לא רק שלא נמצא סיוע לעדות שרר, אלא שמהימנותה מפוקפקת בעיני עד מאד.",,,,,,,,,,,,,,,,,,
"פוגמת במהימנות דבריו הודאתו בפנינו בעשיית מעשים בגינם זכה, מן הסתם, למוניטין כנוכל מן השורה הראשונה בקרב כל עדי התביעה, לרבות החוקרים בתיק והמתועדים גם בגיליון הרשעותיו הקודמות (המונה בין השאר עבירות של קבלת דבר במרמה) ולכאורה אף בכתב אישום מתוקן (נ/24), שהוגש נגדו לאחרונה.",,,,,['לא'],,,,,,,,,,,,,
"פוגמת במהימנות דבריו הודאתו בשקרים, שנועדו לקדם את טובתו האישית גם במגעו עם שלטונות החוק, בין השאר, הודאתו, כי סייע לנאשם לבנות אליבי מתוך אינטרס אישי שלו, כי היה שותף להברחת במבו חסין וכי עשה שימוש במסמכים מזויפים במגעיו עם השלטונות בבולגריה.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,['לא'],,,,,,,,,,,,,
"במהימנות דבריו פוגם גם השקר הבוטה, שנתפס בו בנושא, שהוא מהותי לענייננו, עת טען בפנינו, כי הקליט שיחה עם השוטר אלדד קצב יומיים לפני הרצח ונתברר בפנינו, כי לא רק שאין קלטת, שלטענתו הייתה בידיו, ולא הומצאה לחוקרים בתירוץ שאינו מתקבל על הדעת (אשר יובא להלן – ע.צ.), אלא שגם המאשימה, שהודתה כי אין תיעוד לשיחה כזו, נמנעה מלהביא לעדות את אלדד קצב כדי שזה לפחות יאשר את דבר השיחה בינו לשרר, כדלקמן:",,,,,,,,,,,,,,,,,,
באיזשהו שלב היה אצלי חיפוש בבית.,,,,,,,,,,,,,,,,,,
היה אצלי חיפוש בבית.,,,,,,,,,,,,,,,,,,
"באו לחפש כסף מזויף והפכו את כל הבית ואני באותו שלב, אחרי החיפוש הזה ניקיתי את כל הבית מכל דבר.",,,,,,,,,,,,,,,,,,
חשדתי שמישהו מכל האזור שאנחנו נמצאים בו עובד עם המשטרה בגלל החיפוש הזה והלכתי וניקיתי את כל הבית.,,,,,,,,,,,,,,,,,,
אני חושב שקראו לו ככה.,,,,,,,,,,,,,,,,,,
"אני הזמנתי, הזהירו אותי שרוצים לפגוע בי, המשטרה, המודיעין של המשטרה.",,,,,,,,,,,,,,,,,,
כב' הש' רוטלוי:	אתה נתת את הרושם שהוא שיתף פעולה עם המשטרה לפני הרצח ומסר מידע.,,,,,,,,,,,,,,,,,,
"אין בכח העובדה שגרסת שרר מתיישבת חלקית עם הודאת הנאשם בעדותו בפנינו, לפיה אימן את ביאליק ולימד אותו להניח מטענים, כדי לרפא את חולי עדותו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,['לא'],,,,,,,,,,,,,
"גרסתו, לרבות בנושא המניע, סותרת את גרסות העדים האחרים, גרסות שגם הן מוטלות בספק ואינן מהוות מצידן בסיס ראוי לקביעות עובדתיות נחרצות לחובת הנאשם ולכן גם אינן יכולות לשמש סיוע לגירסות עדים אחרים במשפט (די אם נזכור שאחת מגירסותיו של כמאל היתה שלביאליק לא הייתה כלל יד ברצח).",,,,,,,,,,,,,,,,,,
"לא ירדתי לסוף דעת המאשימה, המבקשת שנאמין לדברי שרר, שעה שעדותו בהקשר למטען הנדון מכרסמת עד דק בתזה שלה (ובגרסות עדיה השונים) על מבנה מטען הנפץ, על כך שהוכן יום לפני האירוע ועל כך שהנאשם אימן את ביאליק להניחו יום לפני האירוע.",,,,,,,,,,,,,,,,,,
"שרר לא הזכיר בדבריו ""כדור מקלע רימונים"", אשר על פי גרסת המאשימה בכתב-האישום ועדותו של רפ""ק אלמליח, היה חלק ממטען הנפץ, אף על פי ששרר העיד מפורשות שהנאשם הראה לו את המטען וליווה זאת בהסבר, כדלקמן:",,,,,,,['מטען חבלה'],,,,,,,,,,,
"ראיתי לבנת חבלה, חוטים, חוט דייג עם קרס בסוף ואז הוא הסביר לי איך זה עובד גם.",,,,,,,,,,,,,,,,,,
כב' הש' צ'רניאק:	ואת זה הוא החזיק בבית איפה שהוא גר עם האישה והילדים?,,,,,,,,,,,,,,,,,,
"כן, זה השאלה שכולם שואלים אותי, בבית, בעליית גג בסלון ואז הוא הסביר לי איך זה עובד, הוא הסביר לי שצריכים להביא את זה מתחת לאוטו, להטמין את זה בחלק התחתון של האוטו, החוט דייג מתלבש על הג'נט של האוטו וברגע שיהיה תזוזה של הגלגל זה יפעיל את המטען.",,,,,,,,,,,[],,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
"בשלב הזה הוא מבקש מתמאם, שהוא צריך בטריה 9 וולט, היא הולכת, קונה את זה, אנחנו עדיין נשארים בסלון, יושבים.",,,,,,,,,,,,,,,,,,
"מהאמור לעיל עולה, כי שרר לא ראה שהמטען כולל רימון-יד (כפי שתאר סמי) או כדור מקלע רימונים (ששרידיו נמצאו בזירה) ושרר לא שמע מהנאשם על קיום מרכיב כזה במטען, למרות ההסבר המפורט שנתן לו הנאשם לפי טענתו.",,,,,,,['מטען חבלה'],,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
"יתרה מכך, עפ""י עדותו של שרר המטען הוכן והורכב, וביאליק היה מאומן ומזומן לביצוע משימת הרצח ימים רבים לפני הרצח ואף לפני הערב שקדם לרצח, כפי שעולה מעדותו (עמ' 49 (79) עד 53 (83) לפרוטוקול), אשר סוכמה על ידו לאמור: ""הזמן שיחיא תכנן שכל הסיפור הזה יתבצע התעכב, עבר זמן, ביאליק לא עשה שום דבר עם זה, אני חשבתי כבר שהענין נרגע ואז יום אחד אני ויחיא ויחיא היה מאד, אמר לי שהוא מאד עצבני על ביאליק שהוא מתחיל לשחק איתו על הקטע הזה.",,,,,,,,,,,,,,,,,,
"כל פעם הוא בא, מספר לו סיפורים אחרים.",,,,,,,,,,,,,,,,,,
מה זאת אומרת משחק איתו תסביר ת.,,,,,,,,,,,,,,,,,,
שאם הוא יותר מדי ישחק הוא יוריד אותו.,,,,,,,,,,,,,,,,,,
"ואז הגיע היום של הפיצוץ"" (שם, בעמ' 53 (83) לפרוטוקול), הכל בניגוד לגרסת המאשימה.",,,,,,,,,,,,,,,,,,
"אינני מאמינה לשרר, איני סומכת ידי על דבריו ואין אני מוכנה לקבוע על פי עדותו ממצא עובדתי לחובת הנאשם.",,,,,['לא'],,,,,,,,,,,,,
"להיפך, עדותו של שרר ערערה עוד יותר את הנטען בעובדות כתב האישום לפיו גילקארוב הטמין יחד עם ביאליק את המטען, כי לפי דברי שרר, גילקרוב ""לא היה בספור הזה.",,,,,,,,,,,,,,,,,,
"אני יודע את זה ככה, קודם כל הוזמן באיזשהו שלב למשטרה לחקירה בחור בשם שמעון אוחיון וביאליק היה מאד לחוץ והוא גם אמר לי הוא יכול לעשות לנו הרבה בלגאן אמרתי לו במה, הוא אמר לי בענין ההוא, כשהוא מתכוון לענין של הפיצוץ ואז הלכנו לעו""ד בני נהרי, דאגנו שהוא ילך לראות מה קורה עם שמעון בחקירה.",,,,,,,,,,,,,,,,,,
אבי גילקרוב בוודאות וזה גם מה שאמרתי למשטרה כשהם באו לחתום איתי עיסקה.,,,,,,,,,,,,,,,,,,
"אמרתי להם אני את אבי גילקרוב כי ניסו לשאול אותי, אמרתי להם אבי גילקרוב לא היה בסיפור הזה, אני מספר מה אני יודע..."" (עמ' 61 (91) לפרוטוקול).",,,,,,,,,,,,,,,,,,
"בנוסף, עומדת עדות זו בסתירה לאמרות טליאס, לפיהן שמע שהנאשם סיפר לשרר שגילקרוב היה נוכח בעת הטמנת המטען ולביאליק נפלה באותה עת תעודת זהות אותה נאלצו לחזור ולקחת ולכן מערערת גם את גרסתו של טליאס.",,,,,,,,,,,,,,,,,,
טליאס הוכרז כעד עוין לאחר שסרב לשתף פעולה עם המאשימה ולהעיד במשפט כנגד הנאשם.,,,,,,,,,,,,,,,,,,
"מאמרותיו במשטרה, אותן מבקשת המאשימה כי נאמץ עולה, שהוא היה בעל מניע עז להפליל את הנאשם, שהכריח אותו בעבר לוותר על 600,000 ₪, שאיים לפגוע בו וניסה למנוע את נישואיו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"לכן יש להתייחס לאמרותיו בזהירות מופלגת, מה גם שהן בגדר עדות כבושה שבהעדר עדותו נותרה ללא הסבר לכבישתה.",,,,,,,,,,,,,,,,,,
"כמאל העיד שמסר למשטרה ידיעות מודיעיניות, לפיהן טליאס (המכונה ""הבחור השמן עם העיניים הכחולות"" – ע.צ.) היה שותף לנאשם (ראו נ/11) ושידיעות אלה היו מבוססות על אחת ההאזנות אשר האזין, לדבריו, לנאשם ולביאליק (עמ' 609-608 (671-670) לפרוטוקול) ואילו שרר העיד (כפי שכבר צוטט לעיל) שטליאס סייע בבניית אליבי לנאשם.",,,,,,,,,,,,,,,,,,
"יהא אשר יהא, אמרות טליאס מנוגדות לגרסות עדי התביעה האחרים, כמו כמאל וסמי, בעניינים מהותיים והן מצטיינות בסתירה פנימית, כאשר אמרותיו על פיהן שמע מהנאשם שהוא בעצמו הטמין את המטען, מחבלות בתיאור העובדתי המובא בכתב-האישום ובסיכומי המאשימה, תיאור אליו נצמדת המאשימה באותה עת שהיא מבקשת מאיתנו לראות ב - נ/26 ראיה, בעלת משקל זהה בין כלל ראיותיה.",,,,,,,,,,,,,,,,,,
"כאמל פתח את עדותו ביום 12.12.04 בהכרזה ""אני רוצה רק להגיד שאני היום מגיע כאן להעיד לא בתמורה ולא מבטיחים לי שום דבר, אני לא משתחרר מחר.",,,,,,,,,,,,,,,,,,
"אני שפוט ל- 27 שנה"" (עמ' 527 (590) לפרוטוקול).",,,"['1 : כן', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מאוחר יותר התברר, שהמאשימה ניהלה עמו באותה עת משא-ומתן בקשר לעונש המאסר שהוא מרצה; כי הוא ביקש עוד טרם מתן עדותו הקלה בעונש המאסר שהוא מרצה וכי התשובה ניתנה לו רק לאחר שסיים אותה.",,,,,,,,,,,,,,,,,,
"לגופו של עניין, משהמאשימה ניהלה משא-ומתן להקלה אפשרית בעונשו של כמאל, בתקופה המתפרשת על פני מתן עדותו, גם אם לא הבטיחה לו דבר לפני העדות הרי באי-מתן תשובה לכמאל בטרם העיד, חיבלה מראש במו ידיה במהימנותו של עד מרכזי מבין עדיה (ראו: עמ' 3-1 (971-969) לפרוטוקול מיום 20.2.05).",,,,,,,,,,,,,,,,,,
"כל זאת עשתה המאשימה בידעה שעדותו של כמאל חשודה מלכתחילה, מפני שהורשע זה לא מכבר, על פי עתירתה והודאתו, בלא פחות מאשר בידוי ראיות במטרה להפליל שלא כדין את הנאשם ואחד, שעבן טרטיר, בבביצוע עבירת רצח אחרת, כמתואר בגזר-הדין 
(נ/9) מתיק פ""ח 1146/02, 1208/02 של בית משפט זה, שהוגש כנגד כמאל, שם נאמרו הדברים הבאים:",,,,,['לא'],,,,,,,,,,,,,
במעשיו אלה סייע הנאשם (כמאל – ע.צ.) לאחר לגרום בכוונה תחילה למותו של אנואר.,,,,,,,,,,,,,,,,,,
"כשנעצר הנאשם (כמאל – ע.צ.)  על ידי המשטרה ונחקר על מעורבותו ברצח אנואר, טען כי מי שביצעו את הרצח הם יחיא (הנאשם – ע.צ.)  ושעבן טרטיר.",,,,,,,,,,,,,,,,,,
שעבן נעצר והוכנס לתא מעצר יחד עם הנאשם (כמאל – ע.צ.).,,,,,,,,,,,,,,,,,,
"בעת ששעבן ישן, הניח כמאל שערות, שאסף מבגדיו של שעבן, בתוך חולצה לבנה, בשקית, יחד עם חפצים אישיים נוספים של שעבן.",,,,,,,,,,,,,,,,,,
"כמו כן, כדי לחזק את גרסתו בדבר מעורבות שעבן ויחיא ברצח אנואר, בדה הנאשם שרטוט שמהווה כביכול מפה, המתארת את מקום מסתור החפצים אשר שימשו לרצח.",,,,,,,,,,,,,,,,,,
"כמאל טען בכזב, כי שעבן התוודה בפניו היכן החביא את האקדח, הקסדה והחולצה ששימשו את שעבן ואת יחיא לרצח אנואר.",,,,,['לא'],,['אקדח'],,,,[],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
מעשים אלה עשה הנאשם כדי להשתמש ביודעין בראיה בדויה בכוונה לשבש מהלכי משפט ולהביא להפללת האחרים בתיק הרצח.,,,,,,,,,,,,,,,,,,
"באישום זה מואשם כאמל בעבירות של קשירת קשר לרצח, סיוע לרצח, שיבוש מהלכי משפט ובידוי ראיות.",,,,,,,,,,,,,,,,,,
"מאחר והוכח, כמתואר לעיל, כי כמאל בדה בעבר ראיות במטרה להפליל שלא כדין את הנאשם בעבירת רצח, מי לידנו יתקע שלא חזר על מעשיו שנית, בפרט משהוכח לנו שהיה לו (במשותף עם טליאס וסמי) אינטרס ממשי לשכנע את רשויות החוק שהנאשם היה העבריין הראשי בשורת הפרשיות בגינה זכה למעמד של עד מדינה, על מנת למנוע את האפשרות שהנאשם יעיד נגדו ובפרט משהוכח לנו ששנאתו לנאשם כה יוקדת עד שהודה בפנינו שהיה ממיתו ואף מוודא הריגתו.",,,,,['לא'],,,,,,,,,,,,,
"עובדות מוכחות אלה מציבות לכשעצמן סימן שאלה גדול על האפשרות לתת אמון בדברי כמאל, אפשרות שהתרופפה ונעלמה כליל משנמצא משקר בעניינים מהותיים, משגרסתו כי הנאשם הוא זה שקשר בפועל את המטען לרכבו של אילוז אינה מקובלת אפילו על המאשימה ומשעדותו אופיינה בסתירות פנימיות בנוסף לאי השתלבותה עם גרסות אחרות.",,,,,,,,,,,,,,,,,,
"עדותו של כמאל, כי לקח את ביאליק לקנות חלקים למטען בערב שלפני הרצח וכי לקח את ששון ג'אן לקנות חלקים למטען באותו ערב, אינה מצטלבת ואינה משתלבת עם עדות שרר שהמטען, שנועד לרצח, הוכן ימים רבים לפני אותו מועד וכי הנאשם כעס על ביאליק, שלא ביצע את שליחותו ימים לפני הרצח (המאשימה מצידה לא נקטה עמדה, איזה מהמטענים עליהם העידו עדיה הוא מטען הנפץ, האם המטען אותו תאר שרר או זה עליו העיד כמאל ועל פי גרסתה, ולמרות שהדברים אינם מסתדרים, מדובר כביכול באותו מטען).",,,,,,,,,,,,,,,,,,
"תיאורו של כמאל את המטען ותיאורו של שרר את המטען אינם משתלבים עם תיאור סמי את המטען (כאשר לגירסת המאשימה השלושה ראו את אותו מטען ששימש לבצוע הרצח), מאחר ותיאורו של סמי כולל רימון יד, שנפקד מתיאורי השניים, וכל תיאורי העדים את המטען אינם תואמים לממצאים בשטח, שכן איש מהם לא הזכיר כדור מקלע רימונים, ששרידיו נמצאו בין שרידי מטען הנפץ.",,,,,,,['רימון רסס'],,,,,,,,['נשק עם מחסנית בהכנס'],,,
"כלומר, לא רק שהעדויות לא משתלבות, אלא שלא ניתן לבסס על פיהן ממצא שהמטען, שמי מהם ראה, הוא המטען, שגרם לרצח, ולכן גם אין אפשרות לקבוע כי השרידים שנמצאו ממטען הנפץ מחזקים את עדות המתארים אותו, בעיקר שנראה שהמטען ששרר טוען שראה לא יכול להיות המטען שכמאל וסמי  טענו שראו שכן לפי עדות שרר המטען שראה ושימש כביכול לביצוע הרצח נמסר לביאליק זמן רב לפני ערב הרצח.",,,,,,,,,,,,,,,,,,
"היה שם דיבור כי אמרו כל מיני שמות אשר וזה כל מיני והתפוצץ לא התפוצץ"" (בעמ' 529 (592) לפרוטוקול.",,,,,,,,,,,,,,,,,,
"עדותו של כמאל כי הנאשם לימד את ביאליק כיצד להשתמש במטען ערב לפני הרצח ""יחיא לוקח את החוט ומחבר אותו לכפתור.",,,,,,,,,,,,,,,,,,
"מדגים לביאליק בזמן משיכה שהגלגל של הרכב נוסע אחורה או קדימה, מושך את החוט וככה הכפתור מתפוצץ"" (עמ' 531 (593) לפרוטוקול) מנוגדת לחלוטין לעדות שרר שהנאשם אימן ולימד את ביאליק להכין את המטען ולהפעילו, ימים רבים לפני הרצח.",,,,,,,,,,,,,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
"עדותו של כמאל, כי ערב לפני הרצח הנאשם הדגים לביאליק איך הוא בונה את המטען, סותרת את עדותו בפני ההרכב האחר, שם העיד בתשובה לשאלה אם הרכבת המטען נעשתה בנוכחות ביאליק: ""אני רוצה להגיד שביאליק היה מפחד ממטענים.",,,,,,,,,,,,,,,,,,
אם אתה אומר לו להחזיק מטען ביד הוא לא מחזיק.,,,,,,,,,,,,,,,,,,
תמיד שיחיא התעסק במטען הזה ביאליק היה רחוק.,,,,,,,,,,,,,,,,,,
"יחיא היה אומר תתקרב, תסתכל עלי, תסתכל לא היה נוגע.",,,,,,,,,,,,,,,,,,
"אני אומר את האמת..."" (עמ' 264 שורות 17-20 לנ/12).",,,,,,,,,,,,,,,,,,
"סמי: 	ראיתי אותם מכינים כן, לא יודע מה זה רימון יד או כאילו משהו אחר...",,,,,,,"['רימון רסס סמי מתאר שראה אנשים מכינים רימון יד, שזהו סוג של רימון נפץ שנועד לגרום לפיצוץ רב עוצמה ולפזר רסיסים']",,,,,,,,,,,
"אני חושב, אני חושב אם אני לא טועה רימון, רימון יד לא הסתכלתי באמת, לא נכנסתי בניהם, לא נכנסתי ביניהם"" (ראו ת/50 תמליל 1352/02 בעמ'  6) וכן סותרת לגמרי את גרסת שרר, כפי שהובאה לעיל.",,,,,,,,,,,,,,,,,,
"עדותו של כמאל באשר לקורות אותו ערב שלפני הרצח (""האירוע הנקודתי"" לפי המאשימה – ע.צ.), בלתי אמינה בעליל מן הטעם שאין לה זכר בידיעות המודיעיניות, אשר הוכח שמסר למשטרה בסמוך לאחר אירוע הרצח ותכנן המלא (ראו נ/11), הוא כדלקמן:",,,,,,,,,,,,,,,,,,
"אם לא די בכך, כמאל הודה שבעניין המטען לא דייק באמירת האמת, כדלקמן:",,,,,['לא'],,,,,,,,,,,,,
"העד (כמאל – ע.צ.):	לא יודע מה אמרתי הייתי עצבני, לא יודע מה אני אומר.",,,,,,,,,,,,,,,,,,
"היה שלב שאני כעסתי על אפרים ועל כולם, זה הכל.",,,,,,,,,,,,,,,,,,
