,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,feature_key,text,extraction,verdict
849,849,849,849,849,849,849,849,849,849,HELD_WAY,"ביום 11.7.2016, יום סיום מבחני הבגרות של הנאשם, בסביבות השעה 10:30 או בסמוך לכך, לקח הנאשם את האקדח מביתו של ג'ודה וירה בכניסה לביתו שמונה כדורים באוויר.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-08-229-604
850,850,850,850,850,850,850,850,850,850,AMMO_AMOUNT,"ביום 11.7.2016, יום סיום מבחני הבגרות של הנאשם, בסביבות השעה 10:30 או בסמוך לכך, לקח הנאשם את האקדח מביתו של ג'ודה וירה בכניסה לביתו שמונה כדורים באוויר.","['שמונה כדורים ', 'ללא כדורים ', 'כ-20 קליעים ', 'עם כדורים ', 'שתי מחסניות', 'שבתוכה כדורים ', 'ו-26 כדורים ', 'ללא קליעים ', 'ו-26 קליעים ', '2 כדורים ', 'מחסנית ריקה', 'ו קליעים ', 'עם קליעים ', 'ה כדורים ', '17 קליעים ', 'שבתוכה קליעים ', '13 כדורים ', '26 קליעים ', 'ו כדורים ', 'וה כדורים ', 'ה מחסניות', 'ובה כדורים ', '13 קליעים ', 'של קליעים ', '2 קליעים ', '17 כדורים ', 'מחסנית', 'שמונה קליעים ', 'של כדורים ', '20 כדורים ', '20 קליעים ', '26 כדורים ', 'ובה קליעים ', 'וה קליעים ', 'כ-20 כדורים ', 'ה קליעים ']",ME-16-08-229-604
851,851,851,851,851,851,851,851,851,851,USE,"ביום 11.7.2016, יום סיום מבחני הבגרות של הנאשם, בסביבות השעה 10:30 או בסמוך לכך, לקח הנאשם את האקדח מביתו של ג'ודה וירה בכניסה לביתו שמונה כדורים באוויר.",True,ME-16-08-229-604
852,852,852,852,852,852,852,852,852,852,TYPE_WEP,"לאחר מכן החביא את האקדח בביתו, ובערב השיב לג'ודה את האקדח.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
853,853,853,853,853,853,853,853,853,853,HELD_WAY,"לאחר מכן החביא את האקדח בביתו, ובערב השיב לג'ודה את האקדח.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-08-229-604
854,854,854,854,854,854,854,854,854,854,TYPE_WEP,"הנאשם שמע כי כוחות ביטחון מסתובבים באזור, ומיהר לקחת רובה M16 שהיה בביתו, כדי להסליק אותו.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
855,855,855,855,855,855,855,855,855,855,HELD_WAY,"הנאשם שמע כי כוחות ביטחון מסתובבים באזור, ומיהר לקחת רובה M16 שהיה בביתו, כדי להסליק אותו.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-08-229-604
856,856,856,856,856,856,856,856,856,856,TYPE_WEP,"באירוע השני, במהלך הריסת ביתו של מחבל בקלנדיה, הגיע הנאשם למקום, ויידה שלושה בקבוקי תבערה, ממרחק של 20 מטר, לעבר הרכבים של כוחות הביטחון.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
857,857,857,857,857,857,857,857,857,857,USE,"באירוע השני, במהלך הריסת ביתו של מחבל בקלנדיה, הגיע הנאשם למקום, ויידה שלושה בקבוקי תבערה, ממרחק של 20 מטר, לעבר הרכבים של כוחות הביטחון.",True,ME-16-08-229-604
858,858,858,858,858,858,858,858,858,858,TYPE_WEP,"לדברי ב""כ המאשימה, גם בעניין זה יש לציין את המרחק הקצר ממנו יידה הנאשם את בקבוקי התבערה ואת פוטנציאל הפגיעה העצום במעשיו של הנאשם.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",
859,859,859,859,859,859,859,859,859,859,USE,"לדברי ב""כ המאשימה, גם בעניין זה יש לציין את המרחק הקצר ממנו יידה הנאשם את בקבוקי התבערה ואת פוטנציאל הפגיעה העצום במעשיו של הנאשם.",True,
860,860,860,860,860,860,860,860,860,860,TYPE_WEP,"ב""כ המאשימה טענה כי שימוש בבקבוק תבערה שקול לשימוש בנשק חם.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
861,861,861,861,861,861,861,861,861,861,TYPE_WEP,"ביחס לאישום השלישי – לדברי ב""כ המאשימה, הנאשם ביקש מאדם מסוים להשיג לו רובה מסוג M16, אותו אדם השיב בחיוב, הנאשם פנה לאביו שייתן לו כסף לצורך רכישת הנשק, ואביו סירב.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
862,862,862,862,862,862,862,862,862,862,TYPE_WEP,"לאחר מכן קיבל הנאשם מאביו אקדח בלגי, אותו החזיק בבית של בן דודו.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
863,863,863,863,863,863,863,863,863,863,HELD_WAY,"לאחר מכן קיבל הנאשם מאביו אקדח בלגי, אותו החזיק בבית של בן דודו.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-08-229-604
864,864,864,864,864,864,864,864,864,864,OBTAIN_WAY,"לאחר מכן קיבל הנאשם מאביו אקדח בלגי, אותו החזיק בבית של בן דודו.","['רכש', 'ייצר', 'קיבל', 'מצא']",ME-16-08-229-604
865,865,865,865,865,865,865,865,865,865,TYPE_WEP,"בהמשך, ביום סיום מבחני הבגרות של הנאשם, לקח הנאשם את האקדח וירה בכניסה לבית שמונה כדורים באוויר.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
866,866,866,866,866,866,866,866,866,866,AMMO_AMOUNT,"בהמשך, ביום סיום מבחני הבגרות של הנאשם, לקח הנאשם את האקדח וירה בכניסה לבית שמונה כדורים באוויר.","['שמונה כדורים ', 'ללא כדורים ', 'כ-20 קליעים ', 'עם כדורים ', 'שתי מחסניות', 'שבתוכה כדורים ', 'ו-26 כדורים ', 'ללא קליעים ', 'ו-26 קליעים ', '2 כדורים ', 'מחסנית ריקה', 'ו קליעים ', 'עם קליעים ', 'ה כדורים ', '17 קליעים ', 'שבתוכה קליעים ', '13 כדורים ', '26 קליעים ', 'ו כדורים ', 'וה כדורים ', 'ה מחסניות', 'ובה כדורים ', '13 קליעים ', 'של קליעים ', '2 קליעים ', '17 כדורים ', 'מחסנית', 'שמונה קליעים ', 'של כדורים ', '20 כדורים ', '20 קליעים ', '26 כדורים ', 'ובה קליעים ', 'וה קליעים ', 'כ-20 כדורים ', 'ה קליעים ']",ME-16-08-229-604
867,867,867,867,867,867,867,867,867,867,USE,"בהמשך, ביום סיום מבחני הבגרות של הנאשם, לקח הנאשם את האקדח וירה בכניסה לבית שמונה כדורים באוויר.",True,ME-16-08-229-604
868,868,868,868,868,868,868,868,868,868,TYPE_WEP,"לגבי הרובה שהחזיק הנאשם, טען כי הרובה לא היה של הנאשם, והוא התבקש על ידי אחר להסתירו בביתו.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
869,869,869,869,869,869,869,869,869,869,HELD_WAY,"לגבי הרובה שהחזיק הנאשם, טען כי הרובה לא היה של הנאשם, והוא התבקש על ידי אחר להסתירו בביתו.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-08-229-604
870,870,870,870,870,870,870,870,870,870,TYPE_WEP,"צלאח החליט לבצע ירי נגד חיילי צה""ל, פנה אל הנאשם וביקש ממנו את הרובה.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
871,871,871,871,871,871,871,871,871,871,USE,"צלאח החליט לבצע ירי נגד חיילי צה""ל, פנה אל הנאשם וביקש ממנו את הרובה.",True,ME-16-08-229-604
872,872,872,872,872,872,872,872,872,872,TYPE_WEP,"המתחם המקובל לגבי זריקת אבנים ובקבוקי תבערה, שלא נזרקו על כלי רכב נוסעים, נע בין תשעה לבין 18 חודשי מאסר בפועל, וזה המתחם באישום השני.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
873,873,873,873,873,873,873,873,873,873,TYPE_WEP,"לדבריו, אדם שהחזיק אקדח בביתו וירה באוויר בנסיבות כאלה ואחרות, יכול לקבל מאסר בעבודות שירות ויכול לקבל מספר חודשי מאסר מצומצם.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
874,874,874,874,874,874,874,874,874,874,HELD_WAY,"לדבריו, אדם שהחזיק אקדח בביתו וירה באוויר בנסיבות כאלה ואחרות, יכול לקבל מאסר בעבודות שירות ויכול לקבל מספר חודשי מאסר מצומצם.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-08-229-604
875,875,875,875,875,875,875,875,875,875,USE,"לדבריו, אדם שהחזיק אקדח בביתו וירה באוויר בנסיבות כאלה ואחרות, יכול לקבל מאסר בעבודות שירות ויכול לקבל מספר חודשי מאסר מצומצם.",True,ME-16-08-229-604
876,876,876,876,876,876,876,876,876,876,TYPE_WEP,"לעניין הערך החברתי שנפגע מהעבירה – הן בעבירות הקשורות בנשק והן בעבירות הקשורות ביידוי אבנים ובקבוקי תבערה, מדובר בהגנה על גופו וחייו של אדם, בשמירה על ביטחון המדינה וביטחון הציבור, בשמירה על הסדר הציבורי ועל יכולתם של כוחות הביטחון לבצע תפקידם.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",
877,877,877,877,877,877,877,877,877,877,TYPE_WEP,"באישום הראשון מדובר בנאשם שבתחילה גנב קטנוע, בעת ששהה בתל אביב ביחד עם חברו; הנאשם החביא רובה M16 בביתו במחנה פליטים קלנדיה, לבקשתו של אחר; כאשר שמע הנאשם כי כוחות הביטחון נמצאים במחנה, מיהר לביתו, לקח משם את הנשק, והעבירו לאיטליז משפחתי ברמאללה; בשובו למחנה קלנדיה, פגש שם הנאשם את צלאח, שביקש מהנאשם את הרובה לצורך ביצוע פיגוע ירי נגד חיילי צה""ל.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
878,878,878,878,878,878,878,878,878,878,HELD_WAY,"באישום הראשון מדובר בנאשם שבתחילה גנב קטנוע, בעת ששהה בתל אביב ביחד עם חברו; הנאשם החביא רובה M16 בביתו במחנה פליטים קלנדיה, לבקשתו של אחר; כאשר שמע הנאשם כי כוחות הביטחון נמצאים במחנה, מיהר לביתו, לקח משם את הנשק, והעבירו לאיטליז משפחתי ברמאללה; בשובו למחנה קלנדיה, פגש שם הנאשם את צלאח, שביקש מהנאשם את הרובה לצורך ביצוע פיגוע ירי נגד חיילי צה""ל.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-08-229-604
879,879,879,879,879,879,879,879,879,879,TYPE_WEP,"מדובר בהשתתפות בסדרה של התפרעויות, בהפרש זמן זו מזו, כאשר הנאשם נוטל חלק ממשי באירועים, מיידה אבנים וזורק בקבוקי תבערה.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
880,880,880,880,880,880,880,880,880,880,USE,"מדובר בהשתתפות בסדרה של התפרעויות, בהפרש זמן זו מזו, כאשר הנאשם נוטל חלק ממשי באירועים, מיידה אבנים וזורק בקבוקי תבערה.",True,ME-16-08-229-604
881,881,881,881,881,881,881,881,881,881,TYPE_WEP,"למזלו של הנאשם ולמזלם של אנשי המשטרה, על פי כתב האישום לא מתוארת פגיעה של האבנים ובקבוקי התבערה שזרק הנאשם בכוחות הביטחון.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
882,882,882,882,882,882,882,882,882,882,USE,"למזלו של הנאשם ולמזלם של אנשי המשטרה, על פי כתב האישום לא מתוארת פגיעה של האבנים ובקבוקי התבערה שזרק הנאשם בכוחות הביטחון.",True,ME-16-08-229-604
883,883,883,883,883,883,883,883,883,883,TYPE_WEP,"באישום השלישי החזיק הנאשם אקדח שקיבל מאביו, בביתו של בן דודו בכפר עקב, וביום סיום הבגרויות לקח את האקדח וירה שמונה כדורים באוויר.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
884,884,884,884,884,884,884,884,884,884,HELD_WAY,"באישום השלישי החזיק הנאשם אקדח שקיבל מאביו, בביתו של בן דודו בכפר עקב, וביום סיום הבגרויות לקח את האקדח וירה שמונה כדורים באוויר.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-08-229-604
885,885,885,885,885,885,885,885,885,885,AMMO_AMOUNT,"באישום השלישי החזיק הנאשם אקדח שקיבל מאביו, בביתו של בן דודו בכפר עקב, וביום סיום הבגרויות לקח את האקדח וירה שמונה כדורים באוויר.","['שמונה כדורים ', 'ללא כדורים ', 'כ-20 קליעים ', 'עם כדורים ', 'שתי מחסניות', 'שבתוכה כדורים ', 'ו-26 כדורים ', 'ללא קליעים ', 'ו-26 קליעים ', '2 כדורים ', 'מחסנית ריקה', 'ו קליעים ', 'עם קליעים ', 'ה כדורים ', '17 קליעים ', 'שבתוכה קליעים ', '13 כדורים ', '26 קליעים ', 'ו כדורים ', 'וה כדורים ', 'ה מחסניות', 'ובה כדורים ', '13 קליעים ', 'של קליעים ', '2 קליעים ', '17 כדורים ', 'מחסנית', 'שמונה קליעים ', 'של כדורים ', '20 כדורים ', '20 קליעים ', '26 כדורים ', 'ובה קליעים ', 'וה קליעים ', 'כ-20 כדורים ', 'ה קליעים ']",ME-16-08-229-604
886,886,886,886,886,886,886,886,886,886,OBTAIN_WAY,"באישום השלישי החזיק הנאשם אקדח שקיבל מאביו, בביתו של בן דודו בכפר עקב, וביום סיום הבגרויות לקח את האקדח וירה שמונה כדורים באוויר.","['רכש', 'ייצר', 'קיבל', 'מצא']",ME-16-08-229-604
887,887,887,887,887,887,887,887,887,887,USE,"באישום השלישי החזיק הנאשם אקדח שקיבל מאביו, בביתו של בן דודו בכפר עקב, וביום סיום הבגרויות לקח את האקדח וירה שמונה כדורים באוויר.",True,ME-16-08-229-604
888,888,888,888,888,888,888,888,888,888,TYPE_WEP,"עם זאת, החזקת האקדח יוצרת סיכון גדול, הן מאחר שנשק עלול ""להתגלגל"" לידי מחבלים או עבריינים, והן מאחר שהנאשם עצמו כבר עשה שימוש בנשק שהיה בידיו, מספר ימים קודם לכן, כמפורט באישום הראשון, והדבר מלמד על פוטנציאל הנזק הגלום בהחזקת הנשק על ידי הנאשם.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
889,889,889,889,889,889,889,889,889,889,USE,"עם זאת, החזקת האקדח יוצרת סיכון גדול, הן מאחר שנשק עלול ""להתגלגל"" לידי מחבלים או עבריינים, והן מאחר שהנאשם עצמו כבר עשה שימוש בנשק שהיה בידיו, מספר ימים קודם לכן, כמפורט באישום הראשון, והדבר מלמד על פוטנציאל הנזק הגלום בהחזקת הנשק על ידי הנאשם.",True,ME-16-08-229-604
890,890,890,890,890,890,890,890,890,890,TYPE_WEP,"יחד עם זאת, אופי המעשים – החמור שבהם פיגוע ירי לעבר חיילים במטרה לפגוע בהם, יידוי אבנים, יידוי בקבוקי תבערה והשתתפות בסדרת התפרעויות, מלמדים על התנהגות טרוריסטית של ממש, על נאשם המנסה לפגוע בכוחות הביטחון במהלך תקופה, בכמה אמצעים ובמספר חזיתות.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-08-229-604
891,891,891,891,891,891,891,891,891,891,USE,"יחד עם זאת, אופי המעשים – החמור שבהם פיגוע ירי לעבר חיילים במטרה לפגוע בהם, יידוי אבנים, יידוי בקבוקי תבערה והשתתפות בסדרת התפרעויות, מלמדים על התנהגות טרוריסטית של ממש, על נאשם המנסה לפגוע בכוחות הביטחון במהלך תקופה, בכמה אמצעים ובמספר חזיתות.",True,ME-16-08-229-604
892,892,892,892,892,892,892,892,892,892,TYPE_WEP,"על פי האישום השני, יומיים לאחר מכן, הגיע הנאשם לקרבת ביתו של המתלונן בשעת בוקר מוקדמת כשהוא נושא תת מקלע מאולתר ותחמושת.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-04-12480-812
893,893,893,893,893,893,893,893,893,893,HELD_WAY,"על פי האישום השני, יומיים לאחר מכן, הגיע הנאשם לקרבת ביתו של המתלונן בשעת בוקר מוקדמת כשהוא נושא תת מקלע מאולתר ותחמושת.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-04-12480-812
894,894,894,894,894,894,894,894,894,894,STATUS_WEP,"על פי האישום השני, יומיים לאחר מכן, הגיע הנאשם לקרבת ביתו של המתלונן בשעת בוקר מוקדמת כשהוא נושא תת מקלע מאולתר ותחמושת.","['נשק עם כדור בקנה', 'נשק עם מחסנית בהכנס']",ME-16-04-12480-812
895,895,895,895,895,895,895,895,895,895,HELD_WAY,"מהאישום השלישי עולה כי לערך יום לאחר ביצוע הירי לעבר המתלונן, בעת שהנאשם עבד כשומר באתר בניה, הוא החזיק נשק נוסף, מחסנית ותחמושת בזחל של אחד מכלי העבודה באתר, וכן כ- 17 כדורים מתחת לתקרה אקוסטית במכולה שעמדה במקום.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-04-12480-812
896,896,896,896,896,896,896,896,896,896,AMMO_AMOUNT,"מהאישום השלישי עולה כי לערך יום לאחר ביצוע הירי לעבר המתלונן, בעת שהנאשם עבד כשומר באתר בניה, הוא החזיק נשק נוסף, מחסנית ותחמושת בזחל של אחד מכלי העבודה באתר, וכן כ- 17 כדורים מתחת לתקרה אקוסטית במכולה שעמדה במקום.","['שמונה כדורים ', 'ללא כדורים ', 'כ-20 קליעים ', 'עם כדורים ', 'שתי מחסניות', 'שבתוכה כדורים ', 'ו-26 כדורים ', 'ללא קליעים ', 'ו-26 קליעים ', '2 כדורים ', 'מחסנית ריקה', 'ו קליעים ', 'עם קליעים ', 'ה כדורים ', '17 קליעים ', 'שבתוכה קליעים ', '13 כדורים ', '26 קליעים ', 'ו כדורים ', 'וה כדורים ', 'ה מחסניות', 'ובה כדורים ', '13 קליעים ', 'של קליעים ', '2 קליעים ', '17 כדורים ', 'מחסנית', 'שמונה קליעים ', 'של כדורים ', '20 כדורים ', '20 קליעים ', '26 כדורים ', 'ובה קליעים ', 'וה קליעים ', 'כ-20 כדורים ', 'ה קליעים ']",ME-16-04-12480-812
897,897,897,897,897,897,897,897,897,897,STATUS_WEP,"מהאישום השלישי עולה כי לערך יום לאחר ביצוע הירי לעבר המתלונן, בעת שהנאשם עבד כשומר באתר בניה, הוא החזיק נשק נוסף, מחסנית ותחמושת בזחל של אחד מכלי העבודה באתר, וכן כ- 17 כדורים מתחת לתקרה אקוסטית במכולה שעמדה במקום.","['נשק עם כדור בקנה', 'נשק עם מחסנית בהכנס']",ME-16-04-12480-812
898,898,898,898,898,898,898,898,898,898,USE,"מהאישום השלישי עולה כי לערך יום לאחר ביצוע הירי לעבר המתלונן, בעת שהנאשם עבד כשומר באתר בניה, הוא החזיק נשק נוסף, מחסנית ותחמושת בזחל של אחד מכלי העבודה באתר, וכן כ- 17 כדורים מתחת לתקרה אקוסטית במכולה שעמדה במקום.",True,ME-16-04-12480-812
899,899,899,899,899,899,899,899,899,899,TYPE_WEP,"הנאשם ורדואן נכנסו למכונית, כאשר רדואן נהג ברכב והנאשם התיישב במושב שליד הנהג בעודו נושא עמו, בתוך תיק גב, את תת המקלע יחד עם שתי מחסניות ריקות וכפפה ובה 26 כדורים מסוג 9 מ""מ.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-05-336-804
900,900,900,900,900,900,900,900,900,900,HELD_WAY,"הנאשם ורדואן נכנסו למכונית, כאשר רדואן נהג ברכב והנאשם התיישב במושב שליד הנהג בעודו נושא עמו, בתוך תיק גב, את תת המקלע יחד עם שתי מחסניות ריקות וכפפה ובה 26 כדורים מסוג 9 מ""מ.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-05-336-804
901,901,901,901,901,901,901,901,901,901,AMMO_AMOUNT,"הנאשם ורדואן נכנסו למכונית, כאשר רדואן נהג ברכב והנאשם התיישב במושב שליד הנהג בעודו נושא עמו, בתוך תיק גב, את תת המקלע יחד עם שתי מחסניות ריקות וכפפה ובה 26 כדורים מסוג 9 מ""מ.","['שמונה כדורים ', 'ללא כדורים ', 'כ-20 קליעים ', 'עם כדורים ', 'שתי מחסניות', 'שבתוכה כדורים ', 'ו-26 כדורים ', 'ללא קליעים ', 'ו-26 קליעים ', '2 כדורים ', 'מחסנית ריקה', 'ו קליעים ', 'עם קליעים ', 'ה כדורים ', '17 קליעים ', 'שבתוכה קליעים ', '13 כדורים ', '26 קליעים ', 'ו כדורים ', 'וה כדורים ', 'ה מחסניות', 'ובה כדורים ', '13 קליעים ', 'של קליעים ', '2 קליעים ', '17 כדורים ', 'מחסנית', 'שמונה קליעים ', 'של כדורים ', '20 כדורים ', '20 קליעים ', '26 כדורים ', 'ובה קליעים ', 'וה קליעים ', 'כ-20 כדורים ', 'ה קליעים ']",ME-16-05-336-804
902,902,902,902,902,902,902,902,902,902,STATUS_WEP,"הנאשם ורדואן נכנסו למכונית, כאשר רדואן נהג ברכב והנאשם התיישב במושב שליד הנהג בעודו נושא עמו, בתוך תיק גב, את תת המקלע יחד עם שתי מחסניות ריקות וכפפה ובה 26 כדורים מסוג 9 מ""מ.","['נשק עם כדור בקנה', 'נשק עם מחסנית בהכנס']",ME-16-05-336-804
903,903,903,903,903,903,903,903,903,903,TYPE_WEP,"השוטרים כרזו למכונית לעצור, אך המכונית החלה להימלט מהניידת והנאשם זרק את התיק ובו תת המקלע, שתי המחסניות הריקות, הכפפה ו-26 כדורים מחוץ לחלון המכונית.","['רובה', 'רימון', 'קרל גוסטב', 'FN', 'אקדח', 'רימון גז', 'סטאר', 'ברטה', 'M16', 'תת מקלע מאולתר', 'רימוני']",ME-16-05-336-804
904,904,904,904,904,904,904,904,904,904,AMMO_AMOUNT,"השוטרים כרזו למכונית לעצור, אך המכונית החלה להימלט מהניידת והנאשם זרק את התיק ובו תת המקלע, שתי המחסניות הריקות, הכפפה ו-26 כדורים מחוץ לחלון המכונית.","['שמונה כדורים ', 'ללא כדורים ', 'כ-20 קליעים ', 'עם כדורים ', 'שתי מחסניות', 'שבתוכה כדורים ', 'ו-26 כדורים ', 'ללא קליעים ', 'ו-26 קליעים ', '2 כדורים ', 'מחסנית ריקה', 'ו קליעים ', 'עם קליעים ', 'ה כדורים ', '17 קליעים ', 'שבתוכה קליעים ', '13 כדורים ', '26 קליעים ', 'ו כדורים ', 'וה כדורים ', 'ה מחסניות', 'ובה כדורים ', '13 קליעים ', 'של קליעים ', '2 קליעים ', '17 כדורים ', 'מחסנית', 'שמונה קליעים ', 'של כדורים ', '20 כדורים ', '20 קליעים ', '26 כדורים ', 'ובה קליעים ', 'וה קליעים ', 'כ-20 כדורים ', 'ה קליעים ']",ME-16-05-336-804
905,905,905,905,905,905,905,905,905,905,STATUS_WEP,"השוטרים כרזו למכונית לעצור, אך המכונית החלה להימלט מהניידת והנאשם זרק את התיק ובו תת המקלע, שתי המחסניות הריקות, הכפפה ו-26 כדורים מחוץ לחלון המכונית.","['נשק עם כדור בקנה', 'נשק עם מחסנית בהכנס']",ME-16-05-336-804
906,906,906,906,906,906,906,906,906,906,HELD_WAY,"האירוע לא הסתיים בכך, אלא הנאשם המשיך ונשא את הנשק בעודו ברכב  ובתוך תיק גב, יחד עם שתי מחסניות ריקות וכפפה ובה תחמושת הכוללת 26 כדורים מסוג 9 מ""מ.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-05-336-804
907,907,907,907,907,907,907,907,907,907,AMMO_AMOUNT,"האירוע לא הסתיים בכך, אלא הנאשם המשיך ונשא את הנשק בעודו ברכב  ובתוך תיק גב, יחד עם שתי מחסניות ריקות וכפפה ובה תחמושת הכוללת 26 כדורים מסוג 9 מ""מ.","['שמונה כדורים ', 'ללא כדורים ', 'כ-20 קליעים ', 'עם כדורים ', 'שתי מחסניות', 'שבתוכה כדורים ', 'ו-26 כדורים ', 'ללא קליעים ', 'ו-26 קליעים ', '2 כדורים ', 'מחסנית ריקה', 'ו קליעים ', 'עם קליעים ', 'ה כדורים ', '17 קליעים ', 'שבתוכה קליעים ', '13 כדורים ', '26 קליעים ', 'ו כדורים ', 'וה כדורים ', 'ה מחסניות', 'ובה כדורים ', '13 קליעים ', 'של קליעים ', '2 קליעים ', '17 כדורים ', 'מחסנית', 'שמונה קליעים ', 'של כדורים ', '20 כדורים ', '20 קליעים ', '26 כדורים ', 'ובה קליעים ', 'וה קליעים ', 'כ-20 כדורים ', 'ה קליעים ']",ME-16-05-336-804
908,908,908,908,908,908,908,908,908,908,STATUS_WEP,"האירוע לא הסתיים בכך, אלא הנאשם המשיך ונשא את הנשק בעודו ברכב  ובתוך תיק גב, יחד עם שתי מחסניות ריקות וכפפה ובה תחמושת הכוללת 26 כדורים מסוג 9 מ""מ.","['נשק עם כדור בקנה', 'נשק עם מחסנית בהכנס']",ME-16-05-336-804
909,909,909,909,909,909,909,909,909,909,HELD_WAY,"בסיום האירוע, ובמהלך ההימלטות, הפגין הנאשם זלזול בחוק ובאוכפיו בכך שהשליך את התיק ובו הנשק, התחמושת והכפפה.","['בית', 'אופנוע', 'נשא', 'רכב', 'קטנוע']",ME-16-05-336-804
