text,CIR_PUNISHMENT,CONFESSION,CIR_TYPE,REGRET,CIR_ROLE,GENERAL_CIRCUM,CIR_AMOUNT,RESPO,CIR_EQ
"ב""כ הצדדים טענו בפניי.",0,0,0,0,0,0,0,0,0
דבריה הוקלטו ולא נחזור עליהם במסגרת גזר הדין מטעמי צנעת הפרט.,0,0,0,0,0,0,0,0,0
"לאחר ששמעתי את ב""כ הצדדים, את הגב' דדון ואת הנאשם, אני מורה כדלקמן:",0,0,0,0,0,0,0,0,0
"לבקשת הנאשם, אני מורה כי הוא יחל לרצות את עונשו מחר ה- 10/9/24 שעה 09:00, שאז עליו להתייצב בבית מעצר קישון לריצוי מאסרו (אלא אם כן יורה לו שב""ס להתייצב במקום אחר).",0,0,0,0,0,0,0,0,0
"ככל שבמסגרת הליכי מעצר או הליכים אחרים הופקדו כספים על ידי הנאשם 2 להבטחת קיום תנאי חלופת המעצר או לכל עניין אחר, יש להשיב את הכספים לנאשם באמצעות משפחתו.",0,0,0,0,0,0,0,0,0
"יובהר למען הסר ספק, שככל שחולטו כספים שנתפסו כחלק מכספי ביצוע העבירה, הרי שגזר הדין אינו מבטל את החלטת החילוט.",0,0,0,0,0,0,0,0,0
מזכירות בית המשפט תנפיק פקודת מאסר לאלתר וזאת כדי לאפשר לנאשם 2 להתייצב מחר לריצוי מאסרו.,0,0,0,0,0,0,0,0,0
זכות ערעור לבית המשפט העליון תוך 45 יום מהיום.,0,0,0,0,0,0,0,0,0
"ניתן היום,  ו' אלול תשפ""ד, 09 ספטמבר 2024, במעמד ב""כ המאשימה, ב""כ הנאשם והנאשם בעצמו.",0,0,0,0,0,0,0,0,0
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,0,0,0,0,0,0,0,0,0
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",0,0,0,0,0,0,0,0,0
"במסגרת הסדר טיעון בעניינם של כל המעורבים, הוחלט כי ייגזר על הנאשם, מקסים דדון, עונש של 24 חודשי מאסר לריצוי בפועל, בניכוי ימי מעצרו מיום 21/11/22 ועד ליום 3/7/23.",1,0,0,0,0,0,0,0,0
"אני מאשר את הסדר הטיעון ואת העונש שנקבע בעניינו של הנאשם 2, הכל כפי שפורט בהסדר המוסכם ומורה לגזור עליו עונש של 24 חודשי מאסר, בניכוי ימי מעצרו מיום 21/11/22 ועד ליום 3/7/23.",1,0,0,0,0,0,0,0,0
"היום הופיעו הצדדים בפניי לאחר שביקשו להפריד את עניינם מהנאשמים האחרים, לגזור את הדין באופן שבו יוכל הנאשם שמעוניין לכפר על העבירות שביצע להתחיל לרצות את עונשו כבר מחר.",0,0,0,0,0,1,0,0,0
"בנוסף, סיפרה אשתו של הנאשם ואם ילדיו גב' דדון, על קשיי המשפחה הן בהיבט הכלכלי והן בהיבט המשפחתי.",0,0,0,0,0,1,0,0,0
"הנאשם סקר את עברו כמי שהיה לוחם ואח""כ שוטר במשך שנים, הביע חרטה על מעשיו, הוא ביקש להתחשב במצבו הכלכלי הקשה ומצבה הכלכלי של משפחתו ולהימנע מענישה כספית.",0,0,0,1,0,1,0,0,0
"לתשומת לב שב""ס, לדברי הנאשם הוא היה שוטר לאורך שנים ויש להביא את הדבר בחשבון בכל הנוגע לשמירה מתאימה מפני פגיעה של כאלו שאולי זוכרים לו את תקופת פעילותו כשוטר.",0,0,0,0,0,1,0,0,0
"בשים לב לכל שנאמר בדיון בפניי, בהתחשב בהודאה שחסכה זמן שיפוטי רב ובהתחשב במכלול הנסיבות וכדי לא לגזור עונש נוסף שבעיקר ייפגע באשתו ובילדיו, החלטתי להסתפק ברכיבי ענישה אלו ולא גזרתי עליו עונש כספי.",0,1,0,0,0,1,0,0,0
"בנוסף אני גוזר על הנאשם עונש של 9 חודשי מאסר על תנאי והתנאי הוא, שהנאשם לא יעבור עבירות בהם הורשע או עבירות על פקודת הסמים, למעט צריכה עצמית וזאת בתוך 24 חודשים ממועד שחרורו ממאסר.",0,0,0,0,0,1,0,0,0
"הנאשם סקר את עברו כמי שהיה לוחם ואח""כ שוטר במשך שנים, הביע חרטה על מעשיו, הוא ביקש להתחשב במצבו הכלכלי הקשה ומצבה הכלכלי של משפחתו ולהימנע מענישה כספית.",0,0,0,1,0,1,0,0,0
"בשים לב לכל שנאמר בדיון בפניי, בהתחשב בהודאה שחסכה זמן שיפוטי רב ובהתחשב במכלול הנסיבות וכדי לא לגזור עונש נוסף שבעיקר ייפגע באשתו ובילדיו, החלטתי להסתפק ברכיבי ענישה אלו ולא גזרתי עליו עונש כספי.",0,1,0,0,0,1,0,0,0
"ע""י שלוחת תביעות יהודה ש""י",0,0,0,0,0,0,0,0,0
שי משה (עציר),0,0,0,0,0,0,0,0,0
"ע""י ב""כ עוה""ד מיכאל עירוני",0,0,0,0,0,0,0,0,0
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  13, 19א",0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  29(א), 192, 333, 335, 382(א)",0,0,0,0,0,0,0,0,0
"על פי הנטען בחלק הכללי של כתב האישום, בתאריך 19.7.2019 בשעה שאינה ידועה למאשימה, הנאשם ויוסף שוקרון (להלן: ""האחר""), קשרו קשר למכור סמים יחד עם ציון בן יוסף (להלן: ""המתלונן"").",0,0,0,0,0,0,0,0,0
באותן הנסיבות שימש המתלונן כשליח של השניים לצורך ביצוע עסקאות סם.,0,0,0,0,0,0,0,0,0
"לצורך כך, שכרו הנאשם והאחר דירה ברחוב עין גדי 1 בירושלים בה השתכן המתלונן, וכן קיבל מהם קטנוע וטלפון נייד.",0,0,0,0,0,0,0,0,0
"במועדים הרלבנטיים לכתב האישום החזיק הנאשם במספר טלפון: 055-9257367, וכן באפליקציית טלגרם ב-3 יוזרים שונים לממכר סמים.",0,0,0,0,0,0,0,0,0
"על פי הנטען באישום הראשון, בתאריך 16.10.2029 בשעה 18:00 או בסמוך, הגיע הנאשם כאשר הוא נוהג ברכב יונדאי ל.ז 3724159 בבעלות האחר, לעיר ביתר עילית.",0,0,0,0,0,0,0,0,0
"הנאשם ירד מהרכב במקום שאינו ידוע למאשימה, המשיך בנסיעה לרחוב חתם סופר בביתר עילית, אז התקשר למתלונן ודרש ממנו לרדת מביתו ולהיפגש עמו.",0,0,0,0,0,0,0,0,0
בשלב זה ביקש הנאשם מהמתלונן שיעביר לו את הקטנוע.,0,0,0,0,0,0,0,0,0
"בהמשך, ולאחר ששב המתלונן עם הקטנוע, נטל אדם אחר שזהותו אינה ידועה את הקטנוע ונסע אחרי הרכב.",0,0,0,0,0,0,0,0,0
"באותן הנסיבות, המתלונן עלה לרכב והתיישב ליד הנאשם.",0,0,0,0,0,0,0,0,0
במעמד זה העביר המתלונן לנאשם סך של 50 ₪ ו-1020 דולר.,0,0,0,0,0,0,0,0,0
בתגובה אמר הנאשם למתלונן שחסר כסף.,0,0,0,0,0,0,0,0,0
"בהמשך, עלה האחר והתיישב במושב האחורי מאחורי המתלונן.",0,0,0,0,0,0,0,0,0
"השלושה המשיכו בנסיעה לכיוון היציאה מביתר עילית, כאשר בשלב מסוים החל האחר להכות את המתלונן במכות אגרוף, סטירות, ומכות באמצעות פטיש המשמש לניפוץ שמשות, בראשו, בפניו, וגבו.",0,0,0,0,0,0,0,0,0
"בעת שהאחר היכה את המתלונן, הוא ביקש מהמתלונן שיסתכל עליו באומרו ""אתה זונה של מי?",0,0,0,0,0,0,0,0,0
מי אבא שלך.,0,0,0,0,0,0,0,0,0
..,0,0,0,0,0,0,0,0,0
מי המלך..,0,0,0,0,0,0,0,0,0
"מי מחליט"" חכה חכה אתה לא יוצא מפה חי.",0,0,0,0,0,0,0,0,0
כל מי שאתה מכיר מת.,0,0,0,0,0,0,0,0,0
"תביא עכשיו את כל החברים שלך אני מוריד אותם, והכל תוך שהוא ממשיך להכות את המתלונן.",0,0,0,0,0,0,0,0,0
"לאחר שעברו את המחסום שאל האחר את הנאשם ""איפה הסכין איפה הסכין"", בתגובה חיפש הנאשם את הסכין.",0,0,0,0,0,0,0,0,0
"בהמשך, איים האחר על המתלונן באומרו: ""עכשיו אנחנו נוסעים לשדה, אתה לא תצא משם חי...",0,0,0,0,0,0,0,0,0
אתה תזחל...,0,0,0,0,0,0,0,0,0
תצא בלי ידיים ורגליים.,0,0,0,0,0,0,0,0,0
אני ארצח אותך.,0,0,0,0,0,0,0,0,0
"אני ארצח את אימא שלך, את אבא שלך.",0,0,0,0,0,0,0,0,0
"באותן הנסיבות המתלונן חשש לחייו ניסה לקפוץ מהרכב, בתגובה איים עליו האחר שאם יקפוץ הוא ירצח אותו.",0,0,0,0,0,0,0,0,0
"המתלונן שוב ניסה לחלץ עצמו, פתח את חגורת הבטיחות ובתגובה הנאשם סגר אותה.",0,0,0,0,0,0,0,0,0
"בהמשך ניסה המתלונן לתפוס את דלת הרכב, בתגובה האחר חנק אותו מאחור, ונשך אותו בצוואר.",0,0,0,0,0,0,0,0,0
"מיד ובסמוך, בעוד הנאשם נוהג ברכב והאחר מכה את המתלונן, המתלונן תפס בהגה והזיזו מצד לצד.",0,0,0,0,0,0,0,0,0
"הרכב האט, אז פתח המתלונן את דלת הנוסע, קפץ מהרכב, וזאת כשהרכב בנסיעה מתוך מטרה למלט עצמו.",0,0,0,0,0,0,0,0,0
מיד לאחר מכן רץ לעבר רכב שחלף במקום וצעק שרוצים להרוג אותו וביקש עזרה.,0,0,0,0,0,0,0,0,0
הנאשם והאחר הבחינו בנעשה ונמלטו מהמקום.,0,0,0,0,0,0,0,0,0
"כתוצאה ממעשי הנאשם, נגרמו לנאשם חבלות של ממש בדמות שפשופים וחתכים, ובגב התחתון.",0,0,0,0,0,0,0,0,0
"סימני חבלה שטחיים סביב עין שמאל, פצע בגב העליון וחבלות שטחיות בצוואר, סימן חבלה שטחי באמה השמאלית והמטומה בכתף שמאל.",0,0,0,0,0,0,0,0,0
"הנאשם ודוד קבעו להיפגש בתלפיות על יד סניף רמי לוי בירושלים, שם נפגשו.",0,0,0,0,0,0,0,0,0
יונתן העביר את התמורה לנאשם.,0,0,0,0,0,0,0,0,0
"על פי הנטען באישום השישי ביום 3.9.2019 בשעה 22:35 או בסמוך, התחבר אטיאס נחמן (להלן: ""נחמן"") לאפליקציית טלגרס.",0,0,0,0,0,0,0,0,0
"באותן הנסיבות קבע הנאשם עם נחמן, כי שליח יפגוש בו בביתר עילית.",0,0,0,0,0,0,0,0,0
את התמורה העביר המתלונן לנאשם.,0,0,0,0,0,0,0,0,0
"המאשימה הפנתה בטיעוניה לעונש, לערכים המוגנים בהם פגע הנאשם במעשיו: שלמות גופו ונפשו של המתלונן, שלום הציבור, ושלוות הנפש של הפרט.",0,0,0,0,0,0,0,0,0
"צוין, כי נסיבות האירוע הראשון הינן חמורות עת ביצוע עבירות סמים מוביל לאלימות קשה שננקטה כלפי המתלונן, המשמש שליח מטעמם של הנאשם והאחר לביצוע עסקאות הסם.",0,0,0,0,0,0,0,0,0
"המאשימה ביקשה לקבוע מתחם עונש הולם נפרד ביחס לאירוע הראשון החל משנתיים ועד ארבע שנים, וביחס לאישומי הסחר, מתחמי ענישה נפרדים החל משישה חודשים ועד 18 חודשים.",0,0,0,0,0,0,0,0,0
"הוסף, כי תוכנו של תסקיר המבחן הינו שלילי.",0,0,0,0,0,0,0,0,0
"נוכח טעמים אלו ביקשה המאשימה להטיל על הנאשם 3 שנות מאסר, תוך הפעלת המאסר על תנאי התלוי ועומד כנגדו במצטבר, וכי העונש ירוצה במצטבר לעונש אותו הנאשם מרצה כעת.",0,0,0,0,0,0,0,0,0
"במסגרת טיעוניו ציין הסנגור, כי הנאשם נדון לעונש מאסר ממושך למשך 5 שנים בבית משפט המחוזי בירושלים, אשר הופחת ב-10 חודשים במסגרת ערעור אותו הגיש.",0,0,0,0,0,0,0,0,0
"הסנגור הדגיש, כי מעורבות הנאשם בהתרחשות האלימה המתוארת באישום הראשון, הינה מכוח ביצוע בצוותא, ולא משום שנקט במעשה אלים, פיזי או מילולי כלפי המתלונן, כך בהתאם לכתב האישום המתוקן, כאשר חלקו של הנאשם מתמצה בנהיגת כלי- הרכב, ולא מעבר לכך.",0,0,0,0,0,0,0,0,0
"לדברי הסנגור המתחם שהוצג בעניינו של האחר, שותפו של הנאשם, אשר עניינו מתנהל בפני מותב אחר, היה למשך 12 חודשים, בשונה מהעמדה המחמירה אותה מציגה המאשימה כעת.",0,0,0,0,0,0,0,0,0
"בנסיבות אלו, ונוכח חלקו של הנאשם באירוע האלים, ביקש הסנגור לקבוע מתחם עונש הולם החל ממאסר על תנאי ועד מאסר למשך מספר חודשים אשר ניתן לבצעו בדרך של עבודות שירות.",0,0,0,0,0,0,0,0,0
"הסנגור הלין על כך שנגד המתלונן לא הוגש כתב האישום, על אף מעורבותו בעבירות הסחר בסם כמתואר בכתב האישום.",0,0,0,0,0,0,0,0,0
בנסיבות אלו ביקש הסנגור להסתפק במספר חודשי מאסר אשר יצטברו לעונש המאסר אותו הנאשם מרצה כעת.,0,0,0,0,0,0,0,0,0
"הנאשם ציין ביחס לאירוע האלים, כי ניסה להפריד בין המתלונן לבין האחר בעת שנהג ברכב, ובשום שלב לא נקט באלימות כלפי המתלונן.",0,0,0,0,0,0,0,0,0
"הנאשם ביקש שיוגש בעניינו דוח סוציאלי משב""ס לביסוס דבריו, טרם גזירת הדין.",0,0,0,0,0,0,0,0,0
"ביום 24.1.2024 (המועד שנקבע למתן גזר הדין) ביקש הסנגור שהנאשם יובא לדיון פיזית, ולכך נעתרתי.",0,0,0,0,0,0,0,0,0
"הסנגור גם הלין, כנגד עמדה מרוככת, כך לדבריו, שהוצגה בעניינו של השותף, דיון המתנהל בפני מותב אחר.",0,0,0,0,0,0,0,0,0
"מטעם זה נדחה הדיון, וביום 15.2.2024 הוצגה בפניי עמדת המאשימה גם ביחס לשותפו של הנאשם.",0,0,0,0,0,0,0,0,0
"לאחר שמיעת טיעוניה בעניין זה, לא מצאתי, כי אכן קיים ביסוס לטענה זו של ההגנה.",0,0,0,0,0,0,0,0,0
(ראו: פרוטוקול מיום 15.2.2024).,0,0,0,0,0,0,0,0,0
הערכים המוגנים בהם פגע הנאשם באישום הראשון הינם שלמות גופו של אדם ושלוות נפשו.,0,0,0,0,0,0,0,0,0
"נסיבותיו של האירוע אינן פשוטות, עת הופעלה אלימות קשה כלפי המתלונן על ידי שותפו של הנאשם אשר שימש שליח עבור הנאשם והאחר, לביצוע עסקאות הסם.",0,0,0,0,0,0,0,0,0
"את התיאור העובדתי המפורט באישום, ניתן לדמות להתנהגות עבריינית המאפיינת ארגוני פשיעה אלימים.",0,0,0,0,0,0,0,0,0
"אכן, הנאשם לא לקח חלק באלימות פיזית או מילולית בה נקט האחר, אולם חלקו אינו שולי כלל.",0,0,0,0,0,0,0,0,0
"הנאשם הוא שהגיע לביתו של המתלונן ברכבו של האחר והטיח בפניו, כי התמורה שהתקבלה מביצוע העסקאות חסרה, כך שעניין זה הוא שעמד בבסיס האירוע האלים (ראו בהקשר זה גם את עמדת הנאשם בפני שרות המבחן).",0,0,0,0,0,0,0,0,0
"בהמשך, עלה המתלונן לרכב, כאשר בשלב מסוים עולה האחר ומתיישב מאחורי מושב הנוסע בו ישב המתלונן.",0,0,0,0,0,0,0,0,0
"דומה, כי מהלך זה היה מתוכנן היטב בין הנאשם לאחר, שכן תכף לאחר מכן תקף האחר את המתלונן באלימות קשה, לרבות שימוש בפטיש המשמש לניפוץ שמשות.",0,0,0,0,0,0,0,0,0
"גם כאשר הגיעו למחסום, הצמיד האחר את הפטיש לגבו של המתלונן, תוך שאיים עליו כי יאמר במחסום שהכול בסדר או שהוא מת.",0,0,0,0,0,0,0,0,0
"בשלב הבא, שאל האחר את הנאשם ""איפה הסכין איפה הסכין"" והנאשם פנה לחפש את הסכין.",0,0,0,0,0,0,0,0,0
"המתלונן עוד ניסה לפתוח את חגורת הרכב תוך כדי נסיעה בניסיון להיחלץ מהם, אך הנאשם הוא שמנע זאת ממנו.",0,0,0,0,0,0,0,0,0
"בהמשך ניסה לפתוח את הדלת, ושוב, תוך כדי נסיעה.",0,0,0,0,0,0,0,0,0
"בתגובה, האחר חנק אותו מאחור, נשך אותו בצווארו, תוך שהוא מכה אותו.",0,0,0,0,0,0,0,0,0
"בשלב האחרון, תפס המתלונן בהגה, הזיזו לצדדים, אז האט הנאשם את נסיעתו.",0,0,0,0,0,0,0,0,0
"רק כך עלה בידי המתלונן לקפוץ מהרכב, ולזעוק לעזרה.",0,0,0,0,0,0,0,0,0
"כתוצאה מהמעשים, נגרמו למתלונן חבלות רבות.",0,0,0,0,0,0,0,0,0
"מהאמור עולה אם כן, כי אין המדובר בצופה מן הצד, אלא שפעולה זו הייתה מתוכננת ומתואמת בין השניים, כאשר תפקידו של הנאשם לנהוג את הרכב, בזמן שהאחר מכה את המתלונן במהלך כל זמן הנסיעה.",0,0,0,0,0,0,0,0,0
באשר למתחם הענישה שנקבע בפסיקה בגין עבירות סחר דומות אפנה לפסקי דין אלו:,0,0,0,0,0,0,0,0,0
"בשים לב לסוג וכמויות הסם, התמורה שהתקבלה בגין ביצוע העסקאות, לרבות נסיבותיו של האירוע הראשון, ותוך שהבאתי בחשבון את חלקו של הנאשם במסגרת אישום זה (הרשעתו בעבירות מכוח מבצעים בצוותא), ראיתי לקבוע מתחם עונש כולל החל מ-14 חודשים ועד 24 חודשים, לצד ענישה נלווית, לרבות פיצוי לקורבן העבירה.",0,0,0,0,0,0,0,0,0
הבאתי במסגרת שיקוליי את מועדי ביצוע העבירות.,0,0,0,0,0,0,0,0,0
את העבירות בתיק זה ביצע הנאשם תוך שנתנהל נגדו ההליך שבפניי.,0,0,0,0,0,0,0,0,0
לדבריו המתלונן היה חייב לו סכום כסף גדול ודבר זה עמד בבסיס האירוע האלים.,0,0,0,0,0,0,0,0,0
"הנאשם התקשה להביע אמפטיה כלפי המתלונן, וכן ביחס לחלקים אלימים בהתנהלותו.",0,0,0,0,0,0,0,0,0
"לדעת שרות המבחן, הנאשם מאמץ דפוסים עברייניים וניכרת השפעת אחרים על אופן התנהלותו.",0,0,0,0,0,0,0,0,0
הנאשם עתיד להיות משולב בקבוצה זו בקרוב.,0,0,0,0,0,0,0,0,0
"החוב מועבר למרכז לגביית קנסות, אגרות והוצאות ברשות האכיפה והגבייה, בהתאם למועדים והתשלומים שקבע בית המשפט.",0,0,0,0,0,0,0,0,0
"ניתן יהיה לשלם את הקנס/ פיצוי/ ההוצאות כעבור שלושה ימים מיום מתן ההחלטה/  גזר הדין לחשבון המרכז לגביית קנסות, אגרות והוצאות ברשות האכיפה והגבייה באחת מהדרכים הבאות:",0,0,0,0,0,0,0,0,0
"בכרטיס אשראי – באתר המקוון של רשות האכיפה והגבייה, www.eca.gov.il",0,0,0,0,0,0,0,0,0
מוקד שירות טלפוני בשרות עצמי (מרכז גבייה)  – בטלפון 35592* או בטלפון 073-2055000,0,0,0,0,0,0,0,0,0
במזומן בכל סניף של בנק הדואר – בהצגת תעודת זהות בלבד (אין צורך בשוברי תשלום).,0,0,0,0,0,0,0,0,0
54678313זכות ערעור לבית המשפט המחוזי בתוך 45 יום.,0,0,0,0,0,0,0,0,0
"ניתן היום,  י""ז אדר א' תשפ""ד, 26 פברואר 2024, במעמד הנוכחים (הנאשם בוויעוד חזותי).",0,0,0,0,0,0,0,0,0
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",0,0,0,0,0,0,0,0,0
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,0,0,0,0,0,0,0,0,0
"הנאשם הורשע על פי הודאתו ובמסגרת הסדר טעון בעבירות של סחר בסם מסוכן לפי סעיף 13 + 19א לפקודת הסמים המסוכנים (נוסח חדש), תשל""ג – 1973 (להלן: ""פקודת הסמים"") (3 עבירות), תקיפה הגורמת חבלה של ממש על ידי שניים או יותר, לפי סעיף 382(א) לחוק העונשין, תשל""ז 1977 (להלן: ""חוק העונשין"") בצירוף סעיף 29(א) לחוק העונשין, ואיומים לפי סעיף 192 לחוק העונשין.",0,1,0,0,0,0,0,0,0
"ביום 7.2.2024 ציין הסנגור, כי קיים עדכון נוסף ביחס לנאשם מגורמי שב""ס, ולראשונה ציין, כי הנאשם מסר לו שהודה בעבירות אותן לא ביצע.",0,1,0,0,0,0,0,0,0
"על פי הנטען באישום השלישי, בתאריך 20.8.2019 התחבר מאל דוד דהן (להלן: ""דוד"") לאפליקציית הטלגרס, וביקש לרכוש מהנאשם סם מסוכן מסוג קנבוס במשקל גרם אחד.",0,0,1,0,0,0,1,0,0
במעמד זה הנאשם העביר לו סם מסוג קנבוס במשקל גרם אחד תמורת 100 ₪.,0,0,1,0,1,0,1,0,0
"על פי הנטען באישום השישי ביום 15.10.2019 בשעה 19:52 או בסמוך התחבר בן שושן מאיר לאפליקציית טלגרס, וביקש לרכוש מהנאשם סם מסוכן מסוג קנבוס.",0,0,1,0,0,0,0,0,0
"הנאשם ומאיר קבעו, כי הנאשם ימכור לו סם במשקל 5 גרם תמורת 450 ש""ח, וכי שליח יפגוש במאיר ברחוב הרב שך 30 בביתר עילית.",0,0,1,0,1,0,1,0,0
"בהמשך הגיע המתלונן למקום, ומסר לאדם בשם יונתן פרידמן את הסם תמורת 450 ₪.",0,0,1,0,1,0,1,0,0
באותן הנסיבות ביקש לרכוש מהנאשם סם מסוכן מסוג קנבוס.,0,0,1,0,0,0,0,0,0
הנאשם ויונתן קבעו כי הנאשם ימכור לנחמן סם במשקל 2 גרם תמורת 300 ₪.,0,0,1,0,1,0,1,0,0
"בהמשך, הגיע המתלונן למקום שם פגש בנחמן ומסר לו סם מסוג קנבוס במשקל 2 גרם תמורת 300 ₪.",0,0,1,0,1,0,1,0,0
"הוסף, כי המדובר בשלושה אישומים של סחר בסם מסוג קנבוס בכמויות קטנות, שאינן מצדיקות הטלת מאסר מאחורי סורג ובריח.",0,0,1,0,1,0,0,0,0
"על פי הנטען באישום השלישי, בתאריך 20.8.2019 התחבר מאל דוד דהן (להלן: ""דוד"") לאפליקציית הטלגרס, וביקש לרכוש מהנאשם סם מסוכן מסוג קנבוס במשקל גרם אחד.",0,0,1,0,0,0,1,0,0
במעמד זה הנאשם העביר לו סם מסוג קנבוס במשקל גרם אחד תמורת 100 ₪.,0,0,1,0,1,0,1,0,0
"הנאשם ומאיר קבעו, כי הנאשם ימכור לו סם במשקל 5 גרם תמורת 450 ש""ח, וכי שליח יפגוש במאיר ברחוב הרב שך 30 בביתר עילית.",0,0,1,0,1,0,1,0,0
"בהמשך הגיע המתלונן למקום, ומסר לאדם בשם יונתן פרידמן את הסם תמורת 450 ₪.",0,0,1,0,1,0,1,0,0
הנאשם ויונתן קבעו כי הנאשם ימכור לנחמן סם במשקל 2 גרם תמורת 300 ₪.,0,0,1,0,1,0,1,0,0
"בהמשך, הגיע המתלונן למקום שם פגש בנחמן ומסר לו סם מסוג קנבוס במשקל 2 גרם תמורת 300 ₪.",0,0,1,0,1,0,1,0,0
במעמד זה הנאשם העביר לו סם מסוג קנבוס במשקל גרם אחד תמורת 100 ₪.,0,0,1,0,1,0,1,0,0
"הנאשם ומאיר קבעו, כי הנאשם ימכור לו סם במשקל 5 גרם תמורת 450 ש""ח, וכי שליח יפגוש במאיר ברחוב הרב שך 30 בביתר עילית.",0,0,1,0,1,0,1,0,0
"בהמשך הגיע המתלונן למקום, ומסר לאדם בשם יונתן פרידמן את הסם תמורת 450 ₪.",0,0,1,0,1,0,1,0,0
הנאשם ויונתן קבעו כי הנאשם ימכור לנחמן סם במשקל 2 גרם תמורת 300 ₪.,0,0,1,0,1,0,1,0,0
"בהמשך, הגיע המתלונן למקום שם פגש בנחמן ומסר לו סם מסוג קנבוס במשקל 2 גרם תמורת 300 ₪.",0,0,1,0,1,0,1,0,0
"הוסף, כי המדובר בשלושה אישומים של סחר בסם מסוג קנבוס בכמויות קטנות, שאינן מצדיקות הטלת מאסר מאחורי סורג ובריח.",0,0,1,0,1,0,0,0,0
"צוין, כי לחובת הנאשם 3 הרשעות קודמות בעבירות נשק וסמים, ותלוי ועומד כנגדו מאסר על תנאי להפעלה למשך 5 חודשים מבית דין צבאי.",0,0,0,0,0,1,0,0,0
"הנאשם התקשה ליטול אחריות מלאה על המעשים, להשתלב בטיפול, והוא אינו מורתע מהליכים המתנהלים נגדו.",0,0,0,0,0,1,0,1,0
"עוד ציין הסנגור, כי הנאשם החל בהליך שיקומי במסגרת המאסר.",0,0,0,0,0,1,0,0,0
"הנאשם הוסיף, כי הוא מצוי כעת בהליכי טיפול ושיקום, ומשמש כתומך לאסירים וכמורה לעברית לכאלו שאינם יודעים קרוא וכתוב.",0,0,0,0,0,1,0,0,0
"בבחינת העונש אותו יש לגזור על הנאשם בתוך המתחם יש לקחת בחשבון את הנתונים הבאים: הנאשם הינו בחור צעיר כבן 23 רווק, אשר נטל אחריות על מעשיו בבית המשפט, והביע בבית המשפט חרטה על ביצוען של העבירות.",0,0,0,1,0,1,0,1,0
"לחובת הנאשם רישום פלילי הכולל 3 הרשעות קודמות בעבירות נשק, סחר בסם מסוכן והוצאת נשק מרשות הצבא.",0,0,0,0,0,1,0,0,0
ביום 24.3.2023 הוטל על הנאשם מאסר למשך 4 שנים ו-4 חודשים בגין עבירות של רכישה והובלה של נשק.,0,0,0,0,0,1,0,0,0
"הנאשם הוסיף, כי במהלך תקופה זו התמודד עם לחץ רגשי סביב יחסיו העכורים עם בני משפחתו, וכן היה נתון בקשיים כלכליים.",0,0,0,0,0,1,0,0,0
"משיחה עם עו""ס בבית המעצר ""ניצן"" עלה, כי הנאשם הביע רצון להשתלב בטיפול ולערוך שינוי באורחות חייו.",0,0,0,0,0,1,0,0,0
"במסגרת התסקיר עומד שרות המבחן על כך שהנאשם מגיל צעיר חווה חסכים רגשיים רבים, ונחשף לחברה שולית ומעורבות פלילית של אחרים בסביבתו.",0,0,0,0,0,1,0,0,0
"בנוסף, הנאשם ביצע עבירות נשק, תוך כדי ניהול ההליך בתיק דנן, בגינם נעצר עד תם ההליכים המשפטיים.",0,0,0,0,0,1,0,0,0
"לצד זאת, הנאשם ביטא רצון לניהול אורח חיים נורמטיבי, שומר על קשר טיפולי בבית המעצר, נטל חלק בקבוצה טיפולית בבית המעצר, ועורך שיחות פרטניות.",0,0,0,0,0,1,0,0,0
"הנאשם אף הביע רצון לאחר המאסר להיות בקשר טיפולי עם גורמי רש""א.",0,0,0,0,0,1,0,0,0
"מעיון בדוח הסוציאלי שהוגש לעיוני (מיום 27.9.2023) עולה, כי הנאשם סיים קבוצה טיפולית במסגרת המאסר, והביע מוטיבציה להשתלב בטיפול בתחום האלימות.",0,0,0,0,0,1,0,0,0
"כאמור, משיחה שערכה קצינת המבחן עם עו""ס בשב""ס עולה, כי הנאשם מביע רצון לערוך שינוי בחייו.",0,0,0,0,0,1,0,0,0
"באיזון בין כלל השיקולים שפורטו לעיל, ותוך שהבאתי בחשבון את גילו הצעיר של הנאשם, חלוף הזמן, עמדת גורמי המקצוע בשב""ס באשר למוטיבציה אותה הנאשם מגלה כעת להשתלב בהליכי טיפול, ובשים לב לעובדה שהנאשם מרצה כעת עונש מאסר לתקופה ארוכה, ראיתי לקבוע את עונשו בחלקו הבינוני-תחתון של מתחם העונש ההולם, תוך חפיפה מסוימת בין עונשי המאסר, כפי שיפורט להלן:",0,0,0,0,0,1,0,0,0
"הנאשם התקשה ליטול אחריות מלאה על המעשים, להשתלב בטיפול, והוא אינו מורתע מהליכים המתנהלים נגדו.",0,0,0,0,0,1,0,1,0
