text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP
"מדובר בנאשם המודע היטב לכל זכויותיו, והוא אשר מבקש לנהל מו""מ, מיוזמתו שלו, בחדר חקירות, אל מול חוקר משטרתי, להשבת אמל""ח כנגד הקלה בעונשו.",,,,,,,,,,,,,,,,,,
"יש לבחון האם אמרותיו בחקירתו זו, עולות כדי הודאה כטענת המאשימה או אך ראשית הודאה כטענת ב""כ הנאשם, והאם יש בהן כדי להביא למסקנות בדבר חלקו בפרשה.",,,,,['לא'],,,,,,,,,,,,,
"חלק מהאמרות מפורשות וברורות, ואינן ניתנות לפרשנות אחרת מלבד הודאה חד משמעית בכך שהוא חלק מהמבצעים וחלקו הוא בכך שהאמל""ח הגנוב הועבר אל רכבו, בנוכחותו, במעמדו כשהוא בבית קמה.",,,,,['לא'],,,,,,,,,,,,,
"חלק אחר כולל אמירות כלליות וחלקיות המעידות על מעורבותו בפרשת הגניבה וקשירת הקשר, הנאשם מפגין ידע רב לגבי האמל""ח שנגנב, סוגו, כמויות, פרטים אודות ההובלה ועוד, ולא הצליח להסביר בעדותו בבית המשפט אודות אמרות אלו.",,,,,,,,,,,,,,,,,,
"אמירה שיש בה את ההודאה המפורשת והברורה, על כי הוא קיבל לרכבו את האמל""ח הגנוב, בבית קמה.",,,,,['לא'],,,,,,,,,,,,,
יצויין כי בת/172ב' יש התייחסות עקבית לזמן שהינו כדקה יותר מהזמן מתחילת הסרטון.,,,,,,,,,,,,,,,,,,
"צפיה בשאלה ובתשובה, ובהתנהלות הנאשם מביאה למסקנה ברורה כי הנאשם מאשר באמירתו  ובתנועות גופו הברורות את התשובה החיובית לשאלת החוקרת.",,,,,,,,,,,,,,,,,,
"הנאשם מעורב בדו שיח, בשאלות ובתשובות, מיד לאחר מכן כשרוצה הוא לומר משהו שונה מדברים אחרים שנאמרים הוא קם, מתפרץ ואומר, והמסקנה הברורה היא שהוא ערני עד מאוד לאל מילה הנאמרת, וכי אישורו את דברי החוקרת בשאלתה אינו אישור בעלמא, ואינו סתמי וכללי.",,,,,,,,,,,,,,,,,,
"כעת אפנה לאמירות נוספות של הנאשם, בחלקן הודאה מפורשת בחלקו, ובחלקן מסירת נתונים שהמסקנה מהם יכולה להיות רק אחת – שהוא עצמו חזה באמל""ח וקיבל אותו לרשותו.",,,,,['לא'],,,,,,,,,,,,,
"הנאשם נשאל ומשיב מפורשות אודות חלקו בפרשה ב""אחוזים"" ומשיב כי חלקו בפרשה הוא 20%, חלקו של שאדי הוא 50% וחלקו של בנו עדי הוא 30%, וכשנשאל למה שאדי יותר מעדי, הוא משיב כי.",,,,,,,,,,,,,,,,,,
"בשלב מסויים באמרותיו הנאשם קושר עצמו ישירות לשאדי, חרף טענות קודמות בדבר אי הכרות עמו.",,,,,,,,,,,,,,,,,,
"הנאשם נשאל האם שאדי מכיר אותו והוא משיב ""ברור"" (ת/172ב' עמ' 44 שו' 14-15).",,,,,,,,,,,,,,,,,,
"בשלב מוקדם יותר בחקירתו הוא אפילו מציין כי שאדי קיבל בשלוש הזדמנויות כספים, ומובן כי זה ביחס לפרשה זו:",,,,,,,,,,,,,,,,,,
"חוקר מס' 1, אייל זיטון : שלוש פעמים הוא קיבל כסף",,,,,,,,,,,,,,,,,,
"בשלב שבו נחקר ע""י ע.ת.",,,,,,,,,,,,,,,,,,
"24 הנאשם החל להשתמש בביטויים כגון ""נקלעתי לסיטואציה"" והפגין ידע בדבר סוג האמל""ח שנגנב, כך בחקירתו:",,,,,,,,,,,,,,,,,,
נחקר מוחמד זועבי:   	הבן שלי חייל עדי יודע גם להפעיל,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
חוקרת מס' 2 מזל: 	מה תעשה עם טילים כאלה רבאק,,,,,,,,,,,,,,,,,,
נחקר מוחמד זועבי: 	לא יודע לא יודע תשאלי אותו לא יודע,,,,,,,,,,,,,,,,,,
נחקר מוחמד זועבי: 	נקלעתי לסיטואציה בעיה יענו חבל לך על הזמן,,,,,,,,,,,,,,,,,,
נחקר מוחמד זועבי: 	נו כן ובדיוק אני לא יודע מה לעשות איתו עם הטילים אני לא יודע וזה (לא ברור) שמתי במקום חאלב רק רבאק עכשיו הוא אמור היה מה הוא אמור,,,,,,,,,,,,,,,,,,
"24 בחקירתו, והוא מאשר מפורשות כי העמיסו ציוד באוטו שלו, וברור מההקשר כי מדובר באמל""ח, לאחר מכן נסע צפונה, והוא ראה ""סוכריות"" שהם ""צינורות"" והוא נשבע שלא ידע שזה מה שיש לו באוטו:",,,,,,,,,,,,,,,,,,
חוקרת מס' 2 מזל:	אתה לא ראית תספיק נו אתה משגע אותי,,,,,,,,,,,,,,,,,,
נחקר מוחמד זועבי:	אני לא ראיתי לא ירדתי לא ירדתי מהאוטו אפילו לא פתחתי,,,,,,,,,,,,,,,,,,
חוקרת מס' 2 מזל: 	או קיי בסדר אתה לא יודע אתה נוסע צפונה צפונה,,,,,,,,,,,,,,,,,,
"נחקר, מוחמד זועבי : 	לא יודע עשר אחד עשרה שתיים עשרה",,,,,,,,,,,,,,,,,,
"בחקירתו הנגדית בבית המשפט הנאשם נשאל אודות אמרותיו אלו, וכיצד הן מתיישבות עם טענותיו כי לא היה קשור לפרשה, והשיב:",,,,,,,,,,,,,,,,,,
"אני חוזרת איתך לשאלות קודמות, אני רוצה לומר לך שבמסגרת ת/172 אותו תשאול שנערך איתך, אתה ידעת גם כמויות, אתה ידעת גם סוגי נשקים, ודברים שלא מזל דיברה איתך עליהם ?",,,,,,,,,,,,,,,,,,
"למשל אתה אומר למזל, אני מפנה לת/172 ב', ולקלטת בזמן 01:45:57, עמ' 45 לת/172 ב' באמצע, אתה אומר לה שנקלעת לסיטואציה פשוט לא יאומן, אין מטרה, אז היא אומרת לך טילים, ואתה משיב לה ""זה מה שיצא"" אז בהמשך בשו' 22 היא אומרת לך ""מה תעשה עם טילים כאילו ראבק"" ואתה משיב לה בשו' 23 ""זה לא טילים רק אה יש אחד גדול"" אני אומרת לך שאתה התכוונת לטיל המטדור שזה טיל גדול יותר?",,,,,,,['טיל מטאדור'],,,,,,,,,,,
"היא אמרה הטילים, אני לא אמרתי לה טילים, זה יצא מהפה שלה.",,,,,,,,,,,,,,,,,,
ואני זרמתי איתה.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
למה אמרת לה יש אחד גדול?,,,,,,,,,,,,,,,,,,
אני זרמתי איתה.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"כן, אני זרמתי איתה.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
לא ידעתי.,,,,,,,,,,,,,,,,,,
"למה לא אמרת יש שניים גדולים, שלושה גדולים, מה פתאום אחד גדול, מאיפה אתה יודע שיש אחד גדול?",,,,,,,,,,,,,,,,,,
כי היו שמועות קודמות.,,,,,,,,,,,,,,,,,,
התחלנו את החקירה בזה ששאלתי אם ידעת סוגי נשקים וכמויות ואמרת שלא ידעת?,,,,,,,,,,,,,,,,,,
מאיפה אתה יודע יש טיל אחד גדול קטן?,,,,,,,['טיל לאו'],,,,,,,,,,,
"עוד הפעם, לפני המעצר מתי שהתרחשה הגניבה, אחרי הגניבה שמעתי מהבן שלי עדי שיש גניבה של טילים ורימונים, בדיון הקודם פעם שעברה אמרתי את זה.",,,,,,,,,,,,,,,,,,
"בדיון הקודם אמרת ששמעת שהיתה גניבה, שאל אותך עורך דינך אם אתה יודע סוגים וכמויות אמרת לא?",,,,,,,,,,,,,,,,,,
"סוגים אני לא יודע, גם עכשיו אני אומר את זה וכמויות לא.",,,,,,,,,,,,,,,,,,
"שואלת אותך מזל בדקה 1:54:51 (עמ' 64 שו' 28), אתה אומר ""יעני צינורות"", אני מסבירה לך שאתה מדבר על תא המטען שראית צינורות?",,,,,,,,,,,,,,,,,,
אני לא העברתי שום דבר.,,,,,,,,,,,,,,,,,,
"אולי אני אמרתי צינורות, כי אני יודע בכללי טיל זה כמו צינור.",,,,,,,,,,,,,,,,,,
"אתה גם מראה לך עם הידיים, נכון?",,,,,,,,,,,,,,,,,,
"איך אמרת למזל חלק בארגזים מברזל, וחלק מבד איך אמרת את הדברים האלה?",,,,,,,,,,,,,,,,,,
"זה בכללי, כשהיא אמרה טילים, כשאני שומע זה צינור.",,,,,,,,,,,,,,,,,,
איך ידעת איך הם ארוזים?,,,,,,,,,,,,,,,,,,
"ובהמשך חקירתו העיד כי אינו זוכר כי אמר שיש לו ""דברים אסורים"" באוטו :",,,,,,,,,,,,,,,,,,
"היא שואלת אותך מה הדברים שאתה ראית שם, אתה מתחמק אומר לה צינורות, וכו' וחוזר, בסופו של דבר אתה אומר לה חלק בבד וחלק בארגזים, בסופו של דבר אתה אומר שהבנת שזה דברים אסורים, אמרת לה את זה שהבנת שיש לך באוטו דברים אסורים?",,,,,,,,,,,,,,,,,,
"הדברים האמורים לעיל ובפרט תשובתו החיובית של הנאשם על כי הוא בא עם רכבו והם העמיס, מהווים הודאה ברורה בנוכחותו, בקבלתו לרכבו את האמל""ח הגנוב, ומהווים ראיה לידיעתו אודות אשר הועבר לרכבו.",,,,,['לא'],,,,,,,,,,,,,
"זאת ועוד, לקראת תום החקירה ת/172 (שאורכה כארבע שעות – 3:59:21), הנאשם אומר את הדברים הבאים:",,,,,,,,,,,,,,,,,,
"אם לא די באמור לעיל, הרי שלאחר מכן, דקות לפני סיום החקירה, לאחר שהחוקרת אומרת לנאשם על החשש ממה יקרה עם התחמושת ""אני רק מקווה שכלום לא יקרה עם הטילים האלה מאוד מקווה גם בשבילך וגם בשבילי בשביל שנינו"" (ת/172ב' עמ' 127 שו' 7-9) ומתנהל שיח בהקשר זה, והנאשם אף מדבר כי מה שיעשה יעשה מול עורך הדין שלו, ואף הוצע לו שידבר עם עורך הדין שלו שאף יגיע למקום החקירה (ת/172 עמ' 128 שו' 30-38), כאשר ברור שההקשר הינו ביחס לבקשת הנאשם לקיים מו""מ על השבת האמל""ח כנגד הקלה, אזי אומר הנאשם את הדברים הבאים :",,,,,,,,,,,,,,,,,,
"הנאשם משתף את החוקרת שגם הוא עצמו חושש אם יקרה משהו, שריפה, או אירוע אחר.",,,,,,,,,,,,,,,,,,
"אמירה זו מצביעה בבירור כי מדובר במי שמחזיק באמל""ח, יודע היכן הוא נמצא, וחושש שיקרה משהו לאמל""ח.",,,,,,,,,,,,,,,,,,
"הנאשם טוען כי לא ידע מאומה על האמל""ח ורק יצר מצג שווא ביחס לכך.",,,,,,,,,,,,,,,,[],,
"טענה זו בעייתית, שכן אם כך הוא, מדוע הוא מבקש לחזור ולקיים מו""מ להשבת האמל""ח, הכיצד יכול הוא להשיבו אם אינו יודע עליו מאומה.",,,,,,,,,,,,,,,,,,
"אינני מוצא אמון בעדותו של הנאשם, הרוויה סתירות ונטולת הגיון פנימי.",,,,,,,,,,,,,,,,,,
הנאשם נשאל ומשיב פעמים רבות באופן שאינו מסביר את ידיעותיו בפועל ומדוע ענה את אשר ענה בחקירות.,,,,,,,,,,,,,,,,,,
"תחילה הנאשם נשאל מדוע בשלב מסויים היה מוכן לערוך ""עיסקה"" ונשאל כיצד היה ברשותו מידע על הגניבה, והוא ענה כי ""כל החיילים"" ידעו על האירוע הזה, כאמור:",,,,,,,,,,,,,,,,,,
"עסקה לגבי הבן, איך שאמרו לי, איך שהתחלנו במו""מ.",,,,,,,,,,,,,,,,,,
"אתה ידעת או שאתה יודע היום, איפה באמת האמל""ח שנגנב מהבסיס הצבאי?",,,,,,,,,,,,,,,,,,
"תספר מה ידעת על החקירה שהתנהלה בעניין גניבת האמל""ח לא משנה באיזה שלב, בוא נתחיל מהשלב לפני שנעצרת מה ידעת?",,,,,,,,,,,,,,,,,,
"אני ידעתי בערך, אל תתפוס אותי, שיש חקירה, שנגנב אמל""ח מבסיס שדה תימן.",,,,,,,,,,,,,,,,,,
דרך עדי הבן שלי.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מדברים שיש גניבה של אמל""ח של טילים, רימונים, לא יודע מה, שיש גניבה.",,,,,,,,,,,,,,,,,,
"בהמשך נשאל מפורשות הכיצד יכל לבצע עיסקה אם לכאורה אין לו קשר לפרשה, והשיב:",,,,,,,,,,,,,,,,,,
"אני שחקתי משחק שכביכול אני יודע בשביל להשיג עסקה לי ולבן"" (פרו' מיום 30.4.17 עמ' 310 שו' 1-3).",,,,,,,,,,,,,,,,,,
"כאילו אני יודע איפה מוסתר האמל""ח.",,,,,,,,,,,,,,,,,,
"ולא ידעת איפה מוסתר אמל""ח?",,,,,,,,,,,,,,,,,,
את האמת לא ידעתי.,,,,,,,,,,,,,,,,,,
כאילו שיחקתי בשביל להשיג את העסקה.,,,,,,,,,,,,,,,,,,
אתה שיקרת להם בת/172 אתה שיקרת להם?,,,,,,,,,,,,,,,,,,
כן שיחקתי להם כאילו שאני יודע.,,,,,,,,,,,,,,,,,,
"אני מבינה כשאתה סיפרת למזל שאתה העברת אמל""ח לצפון, זה לא היה נכון, נכון?",,,,,,,,,,,,,,,,,,
"בשלב זה של עדותו התבקש הנאשם ע""י בית המשפט להסביר את תשובותיו, והכיצד בהעדר ידיעה אודות אמל""ח מצא לנכון לנהל מו""מ לגבי החזרתו והקלה בעונשים למעורבים בפרשה, והשיב:",,,,,['לא'],,,,,,,,,,,,,
"על האמל""ח עצמו לא ידעתי כלום.",,,,,,,,,,,,,,,,,,
"אני לא שיקרתי לחוקרים, לגבי מזל את מטעה אותי, את אמרת חוקרים, תגידי החוקרת מזל.",,,,,,,,,,,,,,,,,,
"אני לא שיקרתי, אני כביכול כאילו אני יודע, אבל מי שהדיח אותי...",,,,,,,,,,,,,,,,,,
"אני לא יודע, כי אני לא יודע.",,,,,,,,,,,,,,,,,,
"אני לא יודע אם הם גנבו או לא, את האמת.",,,,,,,,,,,,,,,,,,
בהמשך כשנשאל מדוע אמר דברים שיש בהם כדי להפלילו אומר הנאשם :,,,,,,,,,,,,,,,,,,
אני מדבר עם מזל על סיפור לא אמיתי.,,,,,,,,,,,,,,,,,,
"אני לא אמרתי אמל""ח.",,,,,,,,,,,,,,,,,,
"מכל האמור, עולה בבירור כי מהאמירות של הנאשם במסגרת ת/172 עולה הודאתו כי קיבל את האמל""ח לרכבו, הוא יודע כי מדובר באמל""ח, ויודע את הכמויות.",,,,,['לא'],,,,,,,,,,,,,
"אם לא ידע הנאשם מאומה על האמל""ח כגרסת ההגנה שלו, מדוע זה ביקש מהחוקרים לקיים מו""מ להשבתו ?",,,,,,,,,,,,,,,,,,
הניסיון לקבל מהנאשם הסבר לא צלח.,,,,,,,,,,,,,,,,,,
"עדות הנאשם – אינה אמינה, מגמתית, חסרת הגיון בחלקה, ורצופת סתירות",,,,,,,,,,,,,,,,,,
"עדותו של הנאשם הייתה רווית סתירות, אשר הועמדו כנגדו וניתנה לו האפשרות להסבירן והוא לא עשה כן.",,,,,,,,,,,,,,,,,,
"תחילה לענין נוכחותו בבית קמה במועד האירוע  - 29.4.16 – תחילה נטען בשלב המענה כי ""הנאשם הוא לא היה בצומת בית קמה ביום 29.4.16 בשום שלב באותו יום הנאשם לא היה בצומת בית קמה"" (פר' 27.2.2017 עמ' 32 שו' 18-19).",,,,,,,,,,,,,,,,,,
"בנוסף, במענה מיום 20.9.2016 סעיף 3 נכתב כי ""הנאשם אינו מכיר את שאדי בשיר, ומעולם לא קשר עמו או עם אחר כל קשר לבצע כל עבירה כמתואר בכתב האישום"", ואילו בעדותו בבית המשפט הוא משתף כי שאדי והוא ניהלו מספר שיחות ביניהם (פר' 30.4.2017 עמ' 310 שו' 9-12), וכמובן שהדברים במענה אינם מתיישבים כלל עם דבריו בחקירה מיום 2.8.2017 (ת/172) שם אומר כי ""ברור"" ששאדי מכיר אותו, ואף מפרט אודות חלקו של אחד במעשים המיוחסים (ת/172ב' עמ' 44 שו' 14-15).",,,,,,,,,,,,,,,,,,
הנאשם לא הצליח להסביר בעדותו את מסלול נסיעתו ביום 29.4.2016 :,,,,,,,,,,,,,,,,,,
"למה שאדם שמאשימים אותו בהעברת אמל""ח באותו היום יגיד משפט כזה שבאמת באת לקחת וחזרת, אם לא באופן ספונטני שזה באמת מה שעשית פה?",,,,,,,,,,,,,,,,,,
אולי התכוונתי לקחת משהו אחר שקשור לעבודה שלי.,,,,,,,,,,,,,,,,,,
"אמרתי אולי פגשתי מישהו, אולי נתתי למישהו שיק, אולי זה עסקת עבודה.",,,,,,,,,,,,,,,,,,
אם אותי היו מאשימים במה שמאשימים אותך והייתי יודעת שפגשתי אדם בזמן הזה ויש לי אליבי הייתי מביאה אותו לבית המשפט?,,,,,,,,,,,,,,,,,,
"הנאשם כאמור טוען לחפותו וכי לא היה מעורב בפרשת הגניבה והעברה של האמל""ח, ואילו טענות אלו לא מתיישבות עם אמרותיו המפורשות בחקירתו במסגרת ת/172ב', וכאשר נשאל אותו הסתירה הוא עונה באופן סתמי שהוא ""זרם"" עם החוקרת ודבריה, שהוא לא פרט אודות סוגים וכמויות של אמל""ח אלא מדובר במידע שקיבל במישרין מהחוקרים עצמם והוא ""זרם"" איתם , ובהמשך משיב כי חלק מהדברים ידע כי ""היו שמועות"" (פרו' מיום 8.5.17 עמ' 325 שו' 18-24, עמ' 326 שו' 1-22, שו' 31-32, עמ' 327 שו' 1-10, שו' 20-32, עמ' 328 שו' 1-2, שו' 15-18).",,,,,['לא'],,,,,,,,,,,,,
"סיכום אמרותיו ועדותו של הנאשם -  מכל האמור לעיל, הן מעדויות השוטרים, הן מעיון בדיסק החקירה מיום 2.8.16 וצפיה בדיסק ההקלטה, והן מעדותו של הנאשם בבית המשפט, אני מוצא כי הוכח בפני, ללא כל ספק, כי הנאשם הודה הודאה ברורה כי האמל""ח הועבר אל רכבו, בנוכחותו, אומר כי ששאדי קיבל 3 פעמים כסף, מציין פרטים אודות האמל""ח, מבקש לחדש מו""מ להשבתו.",,,,,['לא'],,,,,,,,,,,,,
"מנגד עדותו בבית המשפט אינה אמינה, ואינה מתיישבת עם גרסאות קודמות שנתן במסגרת ת/172, כמו גם לא עם ראיות חיצוניות שחלקן יפורט להלן, לענין המיקום, האיכונים, מצלמות אבטחה ונתוני כביש 6.",,,,,,,,,,,,,,,,,,
"פלוגתו של שאדי הייתה במועדים הרלוונטים היחידה השומרת ואחראית על אבטחת הנשק במחנה, כאשר שילוב נתונים בדבר ספירת מלאי אחרונה שבוצעה ועד למועד גילוי הפריצה הוביל לכך שנתגלה חוסר באמל""ח ופוטנציאל מועדי הפריצה צומצם להחל מ- 10/4/16 ועד 4/5/16.",,,,,,,,,,,,,,,,,,
"במסגרת ת/179 (חקירת שאדי מיום 11.7.16) שאדי סיפר כי ראה את עדי (בנו של הנאשם) בתוך הבונקר, עם כפפות, אומר לו כי ""לא כדאי לך להתעסק עם הדבר הזה"" וכי ""...",,,,,,,,,,,,,,,,,,
"זה של אנשים כבדים...""  ובשלב מסויים עדי הביא לו לשוחח בטלפון עם אדם שזהותו אינה ידועה, ואותו אדם איים עליו ועל משפחתו ובשלב זה חשש לחייו ולשלום משפחתו ולכן החליט שלא לדווח על המקרה.",,,,,,,,,,,,,,,,,,
"לשאלתך, כל התחמושת היתה מסודרת, דווקא אני באותו זמן חשבתי שאני רוצה לקחת תחמושת נגב לפלוגה, לשאלתך לגנוב, ואז עצרתי ואמרתי עצור מה אתה חושב לעצמך מה הטמטום הזה, בקיצור התאפסתי על עצמי, אמרתי לו תזכור את זה, ויצאתי, לשאלתך בזמן הזה הוא התעסק בטלפון ונשאר בבונקר אמרתי לו שים לב לעצמך מה אתה עושה בזמן הזה אני יצאתי החוצה, בדיוק יצאתי מהדלת חצי מטר, ואז עדי מביא לי את הטלפון ...",,,,,,,,,,,,,,,['נשק עם מחסנית בהכנס'],,,
"אמרתי לו ""לא הבנתי מה אתה רוצה"" הוא אומר לי ""אני קרוב למשפחה שלך, אל תיתן לי לאבד לך אחד מהם, תבין זה מספיק"" וזהו וניתק.",,,,,,,,,,,,,,,,,,
"באותו זמן נלחצתי, התחלתי להיות אדום, לא ידעתי מה לעשות באותו זמן, התחלתי לחשוב על דברים לא טובים על המשפחה שלי.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"נתתי את הטלפון לעדי, חזרתי לפלוגה, אמרתי אני לא מתעסק איתו, ולא רוצה להתערב איתו בכלום.",,,,,,,,,,,,,,,,,,
"בהמשך אמר שאדי כי הוא עזב את המקום, ולאחר מכן עדי הגיע לחדרו וביקש ממנו את המפתחות לרכב שהיה ברשותו, ו""הזכיר"" את האיום הטלפוני שקיבל, והוא נאלץ לעזור לעדי בהעמסת הציוד לרכב מחשש לחייו.",,,,,,,,,,,,,,,,,,
"שאלתי ""למה"" הוא אמר לי ""תזכור את השיחת טלפון"" אז הבנתי שהוא הולך להעביר משהו מהבונקר.",,,,,,,,,,,,,,[],,,,
"נכנס לחדר שלי, הלך הביא את המפתח, נראה לי הם היו תלויים על המיטה, לקח אותם וניגש החוצה לכיוון הרכב, הרכב חנה מחו.",,,,,,,,,,,,,,,,,,
למגורים שלי.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"עדי הולך לרכב ונכנס ומניע, ואז הוא חוזר אלי לחדר, לשאלתך הרכב מונע בזמן הזה.",,,,,,,,,,,,,,,,,,
"הוא אומר לי ""בוא שנייה"", הלכתי אליו, לחדר, אני והוא לכיוון הרכב, מה שעשיתי, דיברנו מחוץ למגורים, ליד הרכב, הוא אומר לי ""בוא אתה בא איתי לאיזשהו מקום"" אני אומר לו ""לאן אתה רוצה, אני לא נוסע אני לא יכול לעזוב את המקום"", הוא אומר לי ""בוא וזהו"", הלכתי איתו מתוך פחד.",,,,,,,,,,,,,,,,,,
"עדי יושב בתא של הנהג, אני לידו ירדנו לכיוון הבונקר.",,,,,,,,,,,,,,,,,,
"לשאלתך הוא חנה נראה לי ברוורס, לא זוכר בדיוק, עדי יוצא מהרכב ואני מיד אחריו רציתי להסתכל מה הוא לוקח, לשאלתך הבנתי שהוא הולך לגנוב משהו, מאז שראיתי אותו בבונקר ידעתי את זה.",,,,,,,,,,,,,,,,,,
עדי קודם כל פותח זריז את הבונקר.,,,,,,,,,,,,,,,,,,
"לשאלתך האוטו כבר היה פתוח כי עדי היה שם לפני, ואחרי זה הוא פותח את הדלתות של הבגאז', אני בזמן הזה מסתכל עליו בהלם.",,,,,,,,,,,,,,,,,,
"אני מה שתכננתי אני אמרתי אני רוצה לעזור לו עכשיו, כאילו שיראה שאני משתף איתי פעולה, ואז עזרתי לו, לשאלתך נכנסתי איתו לבונקר, עדי הסתובב בכל הבונקר ואסף כל מיני ציוד, בזמן הזה אני כבר בתוך הבונקר, מסתכל עליו, והיה נראה לי הוא אמר לי בוא תעזור לי, אמר לי תרים את זה, לא זוכר מה עשיתי בדיוק שם.",,,,,,,,,,,,,,[],['נשק עם מחסנית בהכנס'],,,
"עדי לקח ברוסים שראיתי שכתוב על אחד הברוסים ""8 רימוני רסס 26"", אבל אני לא יודע אם הכל היה רימונים, ולקח מלא טילים של לאו, לא תרגול אלא לאו חי כי זה היה כבד, עדי ואני הלכנו לאזור האמצע (הערת חוקר, החשוד מדגים לי), לא זכור בדיוק איך נראה הבונקר מבפנים הטילים היו מונחים על משטח, בתוך ארגז.",,,,,,,['טיל לאו'],,,,,,,[],['נשק עם מחסנית בהכנס'],,,
לשאלתך לא זוכר כמה ארגזים היו.,,,,,,,,,,,,,,,,,,
"שמנו את הטילים ברכב, שמנו אותם ברכב, אמר לי ""תמתין אני שנייה בא"", אני חיכיתי ברכב ישבתי ליד הנהג, בזמן הזה הדלתות של הבגאז' היו פתוחות ועדי המשיך להעמיס ציוד.",,,,,,,,,,,,,,,,,,
"לשאלתך נגעתי רק בטילים, רק ברכב נגעתי בברוס, התעניינתי מה הוא לקח לפני שאני עוזר לו.",,,,,,,,,,,,,,,,,,
"שאדי המשיך לספר כי לאחר העמסת הציוד לרכב, הם נסעו למתחם ""בית קמה"", שם קיבל הוראה מעדי להישאר ברכב ובשלב מסויים הוא הבחין ברכבים נוספים מגיעים, וכי הבגאז' (בו אוחסנה חלק מהאמל""ח) נפתח, וחלק מהאנשים המעורבים היו עם מסיכה שחורה.",,,,,,,,,,,[],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
"בשלב מסויים עדי הציע לשאדי כסף, לטענתו הוא סרב.",,,,,,,,,,,,,,,,[],,
"אחרי רבע שעה עשרים דקות, הגיעו אנשים, שלושה רכבים, בזמן הזה אני ועדי ברכב, אמר לי אל תרד אתה, שלא יזהו אותך, אתה לא קשור לעניין.",,,,,,,,,,,,,,,,,,
"ירד עדי, פתח את הדלתות של הבגאז' מאחורה.",,,,,,,,,,,,,,,,,,
"אמר לי אוי ואבוי לך אם אתה מסתכל אחורה, סגר את הדלת, יצא החוצה אליהם.",,,,,,,,,,,,,,,,,,
בחוץ מכוניות מה שהם הגיעו שלושה רכבים.,,,,,,,,,,,,,,,,,,
"הראשון היה סקודה בצבע לבן, השני ב.מ.",,,,,,,,,,,,,,,,,,
"וו בצבע כסף עם כל הגג נפתח, והרכב השלישי שהגיע אחרון פסט בצבע לבן, ואז ירדו כל האנשים רעולי פנים, היו ארבעה או חמישה, משהו כזה, אבל ראיתי אחד שנשאר בתוך הסקודה ולא יצא ונשאר ברכב, הם היו עם מסיכה שחורה.",,,,,,,,,,,[],,,,['נשק עם מחסנית בהכנס'],,,
"ואז הוא לחץ עלי אמר לי ""למה, תיקח"" ואז אני חשבתי על זה.",,,,,,,,,,,,,,,,,,
אמרתי אם אני אקח כסף אני אהיה שותף במאה אחוז.,,,,,,,,,,,,,,,,,,
"שאדי נשאל מדוע רק בשלב זה החליט לספר את ""האמת"" והוא אמר כי בסופו של דבר רצה כי יתפסו את התחמושת אשר עלולה לפגוע באנשים לא נכונים.",,,,,,,,,,,,,,[],,,,
אני מסכן דבר שנכון שהוא מסכן אותי ואת המשפחה שלי אבל אני לא יודע מה הולך להיות במעטפת מבחינת התחמושת.,,,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
בעדות נוספת מיום 13/7/2016 (ת/185) שאדי הוסיף וסיפר כי עדי דרך עליו נשק פעם נוספת כאשר הגיע לחדרו (לבקש את מפתחות הרכב) וכי גם בשלב זה האיום שחש היה ממשי :,,,,,,,,,,,,,,,,,,
